Fe,mass,Pd,Pt
0.0095319,0.02226,0.015285,0.0050362
0.009158,0.024544,0.016167,0.0084283
0.012272,0.049975,0.021484,0.021886
0.012138,0.050547,0.021367,0.023142
0.01163,0.047588,0.020506,0.020984
0.011169,0.044707,0.019866,0.019305
0.011556,0.045221,0.022108,0.019729
0.015551,0.058744,0.039383,0.028138
0.014986,0.052982,0.036174,0.025654
0.021131,0.053886,0.042676,0.032904
0.058629,0.096805,0.10416,0.20796
0.10648,0.12866,0.16946,0.41489
0.1168,0.13537,0.18137,0.32124
0.094338,0.13209,0.15464,0.22987
0.076888,0.12755,0.13336,0.17411
0.062697,0.12375,0.11433,0.13899
0.052414,0.12022,0.099599,0.11884
0.04453,0.11748,0.088749,0.10799
0.039976,0.11544,0.08037,0.10381
0.037362,0.11205,0.074781,0.10079
0.036756,0.10989,0.071803,0.10012
0.037593,0.10843,0.069541,0.1001
0.039827,0.1083,0.068855,0.09862
0.04253,0.10967,0.069258,0.096281
0.045319,0.11068,0.070773,0.092167
0.047834,0.11086,0.073054,0.087463
0.049789,0.11045,0.075139,0.083581
0.051039,0.10966,0.076596,0.081569
0.052379,0.11009,0.076811,0.081714
0.053332,0.11252,0.075974,0.083613
0.053993,0.1122,0.074973,0.088175
0.054193,0.11395,0.073917,0.094032
0.053656,0.11528,0.074512,0.10049
0.052693,0.11494,0.077049,0.10749
0.051428,0.11572,0.080985,0.11529
0.050333,0.11722,0.085961,0.12367
0.049594,0.11811,0.09102,0.13264
0.04996,0.11778,0.094713,0.14321
0.050671,0.11635,0.097078,0.15303
0.05177,0.11482,0.098723,0.16578
0.052695,0.114,0.098846,0.18522
0.052644,0.11427,0.098293,0.20788
0.05194,0.11558,0.096389,0.23367
0.050416,0.11739,0.093525,0.25544
0.048041,0.12075,0.090222,0.26367
0.04545,0.12291,0.086709,0.25538
0.043494,0.12465,0.083762,0.23187
0.042225,0.12794,0.080979,0.20268
0.042737,0.13038,0.079071,0.17423
0.044738,0.13369,0.077156,0.15329
0.047625,0.13741,0.075705,0.14171
0.051792,0.14232,0.0754,0.1382
0.056286,0.14984,0.076606,0.13807
0.060692,0.15755,0.079139,0.13958
0.064651,0.16538,0.083643,0.13793
0.067968,0.16993,0.089267,0.13142
0.070708,0.17289,0.09473,0.1224
0.071448,0.17649,0.09965,0.11152
0.071845,0.18015,0.10357,0.10178
0.071847,0.1853,0.10682,0.094328
0.072541,0.19094,0.10914,0.088815
0.07579,0.19584,0.11187,0.086322
0.081666,0.20068,0.11489,0.086957
0.091479,0.20547,0.11862,0.090971
0.10468,0.21099,0.12406,0.097773
0.12201,0.22029,0.13061,0.10718
0.14095,0.23598,0.13965,0.11896
0.16019,0.2557,0.15141,0.13342
0.1784,0.281,0.16774,0.15216
0.19217,0.30801,0.18823,0.17402
0.20315,0.33953,0.21505,0.19962
0.21396,0.3702,0.25227,0.22671
0.22568,0.40572,0.2988,0.25259
0.24245,0.44397,0.35769,0.27795
0.26547,0.48199,0.42904,0.29805
0.29921,0.51906,0.51502,0.30954
0.34126,0.55838,0.61823,0.31072
0.39264,0.59624,0.73723,0.30326
0.44878,0.63214,0.87487,0.29204
0.50886,0.66697,1.0267,0.28053
0.57114,0.70208,1.1894,0.27602
0.63203,0.73806,1.3543,0.28158
0.69672,0.77907,1.5053,0.30271
0.77072,0.81831,1.6265,0.34143
0.85591,0.86919,1.728,0.39988
0.94994,0.92543,1.8186,0.48018
1.0488,1.0066,1.9078,0.57656
1.1417,1.099,2.0051,0.68616
1.23,1.2252,2.121,0.80306
1.3252,1.3862,2.298,0.93938
1.4587,1.629,2.5911,1.1105
1.6696,1.9571,3.0553,1.4729
1.9793,2.4032,3.6763,2.0211
1.6613,1.4296,3.729,0.56582
0.79691,0.40707,1.7034,0.12768
0.17313,0.042888,0.20707,0.020519
0.16614,0.029604,0.20795,0.021227
0.2618,0.036332,0.33197,0.029202
0.0076124,0.003327,0.0069245,0.0023586
0.0032092,0.0020041,0.0027283,0.0012212
0.0037153,0.0029973,0.0034064,0.0012252
0.0047581,0.0093885,0.0048208,0.0013564
0.0054346,0.016875,0.0063523,0.001369
0.00090907,0.00091963,0.0010915,0.00039048
0.00063341,0.00042651,0.00099377,0.00030372
0.00050608,0.00024543,0.00092676,0.00026149
0.00052839,0.00025106,0.00090982,0.00027679
0.00055367,0.00025386,0.0008864,0.00027694
0.00057889,0.0002589,0.00085248,0.00026276
0.00059987,0.00026506,0.00080886,0.0002442
0.00061165,0.00026901,0.00076029,0.0002269
0.0006168,0.00027549,0.00070459,0.00021885
0.00061091,0.00028359,0.00065756,0.00021751
0.00060293,0.00029924,0.00061751,0.00022088
0.00059382,0.00031388,0.00058607,0.00022957
0.00058767,0.00032988,0.00056361,0.00024162
0.00058167,0.0003524,0.00055001,0.00025626
0.035157,0.027547,0.02867,0.0042791
0.032819,0.026398,0.026336,0.0037533
0.030219,0.025547,0.024331,0.003361
0.027225,0.024853,0.022648,0.0030788
0.023941,0.024102,0.021164,0.0028649
0.020485,0.023324,0.019884,0.002749
0.017345,0.022705,0.018879,0.0026825
0.014775,0.022229,0.018068,0.002747
0.013049,0.023066,0.018467,0.0036678
0.012045,0.025401,0.020261,0.0066732
0.011645,0.028053,0.022186,0.011554
0.011329,0.028922,0.023121,0.014755
0.012393,0.035182,0.024878,0.016879
0.015489,0.053227,0.028923,0.02262
0.015205,0.049583,0.028201,0.020956
0.014707,0.047084,0.027613,0.020131
0.014188,0.044542,0.02714,0.01968
0.017443,0.054521,0.042036,0.026738
0.021247,0.057509,0.052627,0.033506
0.047289,0.063013,0.082336,0.072137
0.10182,0.10032,0.15969,0.29555
0.11624,0.1376,0.20449,0.43415
0.12099,0.13742,0.21024,0.3189
0.10107,0.13187,0.18011,0.22798
0.083446,0.1263,0.15448,0.16948
0.069106,0.122,0.13345,0.13423
0.058283,0.11814,0.11461,0.11417
0.050524,0.11388,0.10066,0.10404
0.044325,0.1104,0.089601,0.096929
0.041681,0.1084,0.08261,0.094594
0.04003,0.10635,0.077281,0.091469
0.040804,0.10569,0.074355,0.09019
0.042767,0.10514,0.072382,0.088171
0.046118,0.1052,0.071685,0.087466
0.049335,0.10553,0.072165,0.085057
0.051884,0.10643,0.073405,0.083067
0.053713,0.10642,0.07606,0.08092
0.054336,0.10564,0.078359,0.0794
0.054489,0.10468,0.08067,0.079602
0.054319,0.10684,0.081646,0.082486
0.054659,0.10696,0.081105,0.08915
0.054373,0.10747,0.080382,0.097919
0.054076,0.10925,0.079343,0.10994
0.053739,0.10924,0.080013,0.12214
0.052759,0.10906,0.082619,0.13454
0.051222,0.11068,0.086582,0.14831
0.050255,0.11366,0.091994,0.16028
0.049526,0.11535,0.09646,0.17097
0.049479,0.11528,0.10052,0.18005
0.050282,0.11368,0.10228,0.19062
0.051567,0.1122,0.1042,0.2
0.052762,0.11139,0.10495,0.21248
0.053498,0.11237,0.10547,0.22936
0.053161,0.11332,0.10484,0.2436
0.05187,0.11668,0.10313,0.25328
0.049337,0.1205,0.1008,0.25492
0.046702,0.12308,0.097541,0.24612
0.04424,0.1258,0.094752,0.22341
0.04276,0.1287,0.091006,0.2002
0.042257,0.13059,0.088117,0.17779
0.043687,0.13222,0.084896,0.15736
0.046312,0.13593,0.08273,0.14482
0.049625,0.14145,0.081029,0.13674
0.054039,0.14799,0.081276,0.13216
0.057912,0.15489,0.082882,0.12732
0.062461,0.16131,0.085891,0.12235
0.065408,0.1641,0.089805,0.11461
0.068751,0.16734,0.09344,0.10705
0.07087,0.17,0.096867,0.099495
0.073309,0.17395,0.099225,0.094092
0.076079,0.1782,0.10221,0.090187
0.079695,0.18304,0.10605,0.087774
0.084992,0.18788,0.11095,0.086705
0.092411,0.19322,0.11874,0.086774
0.10236,0.19744,0.12747,0.088378
0.11476,0.20511,0.13898,0.092465
0.12909,0.21631,0.15164,0.099964
0.14363,0.22971,0.16556,0.1091
0.15798,0.25061,0.18023,0.12214
0.16853,0.27615,0.19688,0.13915
0.17698,0.3004,0.21677,0.15853
0.18223,0.3268,0.24152,0.18031
0.18662,0.35632,0.27328,0.20301
0.19365,0.38946,0.31393,0.22592
0.20585,0.42344,0.36366,0.24783
0.22589,0.46066,0.42653,0.26819
0.25368,0.49487,0.50231,0.28468
0.29411,0.53199,0.59367,0.2947
0.34594,0.56484,0.70321,0.29686
0.40576,0.59748,0.8287,0.29411
0.46984,0.62938,0.97632,0.2882
0.54101,0.66317,1.1396,0.28778
0.6133,0.70406,1.304,0.29663
0.6904,0.74732,1.459,0.31437
0.77785,0.7896,1.5853,0.3462
0.87623,0.83868,1.6868,0.39203
0.97845,0.8894,1.7664,0.45051
1.0858,0.95572,1.8512,0.52263
1.183,1.0306,1.9406,0.6051
1.2571,1.124,2.0569,0.69678
1.3135,1.2297,2.193,0.8017
1.3875,1.3755,2.4046,0.93408
1.4944,1.5971,2.7292,1.1142
1.6864,1.9007,3.2034,1.4388
1.9857,2.279,3.8383,2.0477
1.8116,1.5176,4.1385,0.78547
0.81297,0.50112,1.3927,0.11329
0.23566,0.08356,0.24399,0.024965
0.20846,0.032671,0.26083,0.022138
0.073656,0.012975,0.087576,0.0099123
0.0029505,0.0016,0.0026183,0.0010614
0.0033205,0.0018184,0.0031822,0.001098
0.0040998,0.0049612,0.0043443,0.001254
0.0058451,0.014533,0.0068235,0.0015885
0.0024179,0.0042194,0.0023177,0.00091786
0.0015176,0.0020399,0.0012087,0.00073452
0.0013459,0.0015703,0.0011324,0.00068333
0.00098376,0.00079204,0.0010289,0.00052146
0.00071206,0.00037065,0.00092509,0.00036533
0.00062679,0.00026814,0.00085609,0.00029526
0.00063674,0.00027036,0.00080322,0.0002746
0.00063623,0.00027606,0.00074545,0.00025789
0.00062984,0.00028204,0.00069111,0.00025107
0.00061704,0.00029141,0.00064439,0.00024831
0.00060081,0.00030371,0.00060668,0.00025573
0.00058429,0.00031491,0.00058101,0.00025888
0.00057143,0.00032979,0.00055934,0.00026694
0.0005589,0.00034933,0.00055244,0.00027521
0.034728,0.026684,0.030268,0.0044701
0.032589,0.025698,0.027766,0.0039377
0.030244,0.024784,0.025704,0.0035588
0.027673,0.024127,0.023987,0.0032704
0.024679,0.023538,0.022556,0.0030406
0.02153,0.023338,0.021729,0.003176
0.018865,0.025686,0.023401,0.005287
0.016447,0.028441,0.025554,0.008855
0.014564,0.03062,0.027752,0.012965
0.013199,0.029821,0.028732,0.013065
0.012515,0.029098,0.029725,0.013029
0.012138,0.028488,0.030464,0.012995
0.015393,0.043824,0.036607,0.01857
0.017633,0.05229,0.039853,0.021231
0.017805,0.049191,0.039586,0.020216
0.017737,0.046603,0.039009,0.019606
0.019396,0.049711,0.046719,0.022738
0.049269,0.069821,0.10918,0.06619
0.10023,0.073603,0.15799,0.1385
0.10585,0.097491,0.18364,0.24253
0.12997,0.14885,0.25578,0.46079
0.13207,0.14673,0.24642,0.33289
0.11003,0.1364,0.20984,0.23441
0.092959,0.13026,0.17966,0.17277
0.078196,0.12304,0.15413,0.13387
0.067767,0.11734,0.13449,0.11391
0.059381,0.11227,0.11717,0.1049
0.053775,0.10872,0.10468,0.10161
0.049931,0.10591,0.095375,0.098077
0.048086,0.10341,0.08893,0.09506
0.047674,0.10166,0.083967,0.091015
0.049055,0.10073,0.080511,0.086225
0.051246,0.1003,0.077821,0.08219
0.054169,0.099928,0.075946,0.079734
0.05687,0.10043,0.075596,0.077277
0.058664,0.1018,0.077307,0.076337
0.058877,0.1025,0.080021,0.07525
0.058361,0.10215,0.083155,0.075851
0.057082,0.10185,0.086868,0.077285
0.05552,0.10266,0.08913,0.08228
0.054798,0.10229,0.090213,0.091158
0.054053,0.10411,0.090185,0.1031
0.054106,0.10486,0.08986,0.11956
0.053753,0.10451,0.089869,0.13795
0.052797,0.10485,0.091542,0.15703
0.051914,0.10737,0.093966,0.1764
0.050474,0.11024,0.097341,0.1949
0.049356,0.11163,0.099925,0.21161
0.048297,0.11196,0.10182,0.22581
0.048217,0.11078,0.10295,0.23227
0.048481,0.11057,0.10424,0.23836
0.048968,0.1108,0.10643,0.24229
0.049689,0.11143,0.10866,0.24513
0.049453,0.1143,0.11095,0.2469
0.04899,0.11817,0.11253,0.24367
0.046975,0.12093,0.1125,0.23639
0.045243,0.12286,0.11055,0.22206
0.043193,0.12591,0.10771,0.2055
0.042039,0.1279,0.10391,0.18826
0.041837,0.13008,0.099453,0.17212
0.042631,0.1324,0.095424,0.15787
0.045114,0.13441,0.092296,0.14532
0.047936,0.13874,0.089901,0.13335
0.052028,0.14537,0.08861,0.12254
0.055639,0.1523,0.089167,0.11242
0.059262,0.15694,0.090437,0.10291
0.06229,0.16032,0.092365,0.094424
0.06567,0.16335,0.094803,0.088051
0.06933,0.16645,0.096783,0.083337
0.073619,0.17029,0.098793,0.080933
0.079469,0.1746,0.10208,0.080682
0.086754,0.17743,0.10741,0.081405
0.094677,0.18222,0.11532,0.081645
0.10467,0.1871,0.12783,0.082948
0.11509,0.19208,0.14318,0.08371
0.12575,0.2,0.16091,0.084898
0.13678,0.21126,0.18086,0.089687
0.14667,0.22569,0.20065,0.097011
0.15553,0.24603,0.21863,0.10809
0.16043,0.26884,0.23681,0.12241
0.16478,0.29404,0.25513,0.14011
0.16699,0.31808,0.27695,0.15799
0.17013,0.34414,0.30175,0.17685
0.17577,0.37521,0.33465,0.19603
0.18666,0.40735,0.37579,0.21541
0.20748,0.43968,0.42768,0.23524
0.23509,0.47188,0.4933,0.25433
0.27608,0.50504,0.57182,0.2705
0.32631,0.5371,0.67056,0.28132
0.3867,0.569,0.78732,0.28767
0.45209,0.59988,0.92408,0.29172
0.52444,0.63148,1.0801,0.29744
0.60206,0.67241,1.2441,0.30992
0.68538,0.7182,1.4069,0.32916
0.77892,0.76449,1.5389,0.35751
0.87985,0.81213,1.6419,0.39365
0.99132,0.86309,1.7283,0.43283
1.0974,0.91959,1.8086,0.48412
1.1937,0.98267,1.9004,0.54163
1.2645,1.0522,2.0101,0.60941
1.3075,1.1333,2.1327,0.69832
1.3277,1.2337,2.2842,0.80291
1.362,1.3689,2.5026,0.94679
1.4629,1.5697,2.8278,1.1303
1.6241,1.8211,3.2661,1.4044
1.9145,2.1442,3.8546,1.9923
1.8839,1.5526,4.4478,1.0373
0.61364,0.341,0.97114,0.078776
0.29829,0.1533,0.28108,0.028824
0.31013,0.068762,0.36671,0.028016
0.013503,0.0039362,0.015499,0.0027732
0.0029057,0.0015505,0.0030421,0.0010241
0.0035395,0.0029687,0.0040453,0.0012203
0.0048558,0.008947,0.0060877,0.0015864
0.0038516,0.0079706,0.0046461,0.0014456
0.0014074,0.0015329,0.0013309,0.00082037
0.0015077,0.0017432,0.0012801,0.0008895
0.0016171,0.0019835,0.0012182,0.00091523
0.0017317,0.0022729,0.0011439,0.00089302
0.0013773,0.0014246,0.0010159,0.00065652
0.00097361,0.0006997,0.00087536,0.00043807
0.00066539,0.00032261,0.00074902,0.00029114
0.00061134,0.00028549,0.00068429,0.00026587
0.00059288,0.00029669,0.00063688,0.0002601
0.00057495,0.00030887,0.00060536,0.00026082
0.00055794,0.00032125,0.00058355,0.00026113
0.00054103,0.00033861,0.00057154,0.00026439
0.00052709,0.00035116,0.00056785,0.00026786
0.03523,0.026821,0.032743,0.0047195
0.032909,0.025961,0.030117,0.004218
0.030471,0.025073,0.028042,0.0038411
0.028322,0.027097,0.02929,0.0058127
0.025891,0.029668,0.031057,0.0090904
0.023188,0.03244,0.033038,0.013973
0.02007,0.031383,0.033288,0.012947
0.017254,0.030488,0.034178,0.012155
0.014999,0.029887,0.035409,0.011732
0.013457,0.02945,0.037539,0.011933
0.012607,0.028829,0.039863,0.012241
0.012518,0.029555,0.042376,0.012886
0.017695,0.05424,0.054636,0.021068
0.018576,0.050638,0.055302,0.019518
0.019308,0.048082,0.05555,0.018515
0.033313,0.050361,0.07548,0.031023
0.094241,0.076357,0.19199,0.10212
0.11919,0.080218,0.22527,0.13395
0.11176,0.095066,0.22649,0.18075
0.1509,0.16026,0.33739,0.46092
0.1459,0.1568,0.30518,0.33745
0.12335,0.14458,0.25173,0.24198
0.10634,0.1368,0.21286,0.17828
0.091768,0.12966,0.18298,0.13843
0.080152,0.12291,0.15911,0.11737
0.072337,0.11632,0.14127,0.10882
0.066755,0.11086,0.12675,0.1068
0.063067,0.10577,0.11549,0.1071
0.060832,0.10258,0.10741,0.10473
0.060072,0.098876,0.10077,0.099719
0.060232,0.097072,0.095528,0.092062
0.061409,0.09527,0.090512,0.084186
0.063282,0.094454,0.086531,0.077897
0.064676,0.09527,0.083832,0.07337
0.06587,0.096717,0.082741,0.07146
0.065967,0.097854,0.084183,0.070744
0.064176,0.098526,0.087149,0.071007
0.06209,0.097872,0.09145,0.07278
0.059216,0.099109,0.096705,0.075569
0.056849,0.099116,0.10108,0.081636
0.055483,0.10035,0.10405,0.091338
0.054469,0.10186,0.10512,0.10531
0.053946,0.10203,0.10476,0.12255
0.053847,0.10128,0.10394,0.14376
0.053181,0.10227,0.10316,0.16766
0.052132,0.1049,0.10307,0.19371
0.050893,0.10602,0.10338,0.22143
0.048722,0.10804,0.1029,0.24462
0.046415,0.10863,0.10235,0.26287
0.044534,0.10898,0.10273,0.27008
0.043409,0.10956,0.10426,0.27163
0.042668,0.11063,0.10773,0.26402
0.042601,0.11199,0.11282,0.25192
0.042491,0.11465,0.11776,0.23972
0.042124,0.11738,0.12282,0.22436
0.041733,0.11991,0.12611,0.20885
0.041181,0.12235,0.12666,0.19488
0.04069,0.12531,0.12487,0.18122
0.040309,0.12768,0.12115,0.16986
0.040788,0.12897,0.11611,0.16032
0.041839,0.13097,0.11142,0.15003
0.043999,0.13424,0.10731,0.13808
0.046941,0.139,0.1043,0.12467
0.049837,0.14454,0.10216,0.10971
0.053049,0.15111,0.10125,0.095457
0.055858,0.15463,0.10097,0.083745
0.058535,0.15731,0.10085,0.074305
0.061701,0.16034,0.10153,0.068821
0.066285,0.16303,0.10198,0.066236
0.072855,0.16591,0.10379,0.066245
0.08137,0.16896,0.10809,0.068119
0.09226,0.17268,0.11526,0.071078
0.10437,0.17792,0.12666,0.073923
0.11597,0.18324,0.14292,0.075923
0.12749,0.1887,0.16379,0.076923
0.13681,0.19695,0.18857,0.078047
0.14453,0.20816,0.21522,0.080313
0.15074,0.22357,0.24116,0.08494
0.1541,0.24207,0.2632,0.093922
0.1569,0.26248,0.28288,0.1059
0.15807,0.28576,0.29991,0.11976
0.16033,0.31047,0.31584,0.13498
0.16426,0.33683,0.33742,0.15004
0.1719,0.36231,0.36248,0.16564
0.1856,0.39081,0.39477,0.18355
0.20658,0.42075,0.43623,0.20223
0.23759,0.45157,0.49094,0.22103
0.27902,0.48281,0.55982,0.23935
0.33064,0.513,0.64704,0.25578
0.38971,0.54515,0.75541,0.27135
0.45418,0.5776,0.88447,0.28523
0.52192,0.61249,1.0357,0.2988
0.59636,0.65237,1.1944,0.3164
0.67863,0.69407,1.3564,0.33782
0.76908,0.74366,1.5085,0.36328
0.8651,0.78393,1.6274,0.39057
0.9681,0.83554,1.7287,0.41887
1.0715,0.88635,1.8167,0.44707
1.1651,0.93762,1.9079,0.48444
1.2308,0.99417,2.0152,0.53246
1.2623,1.0638,2.1318,0.60192
1.2677,1.1372,2.2532,0.6944
1.2598,1.2182,2.3781,0.80952
1.2797,1.3407,2.5721,0.95481
1.3543,1.5122,2.8702,1.1222
1.5012,1.7098,3.2543,1.3128
1.7695,1.9539,3.9081,1.8538
1.8914,1.6098,4.7559,1.3002
0.45766,0.25812,0.69846,0.068133
0.32282,0.16304,0.34262,0.030607
0.20117,0.089878,0.22334,0.02099
0.0035476,0.0035079,0.003627,0.0013164
0.0028716,0.0018475,0.0038438,0.0012036
0.0038106,0.0056915,0.005532,0.0015954
0.0057859,0.015899,0.0090292,0.0022069
0.0014139,0.0016214,0.0017008,0.0009575
0.0013445,0.0014544,0.0014441,0.00094495
0.0014211,0.0015561,0.0013561,0.00093192
0.001488,0.0016786,0.0012562,0.00087922
0.0015638,0.0018978,0.0011535,0.00080451
0.0016119,0.0021553,0.0010379,0.00074594
0.0016389,0.0024251,0.00093829,0.00069983
0.0011328,0.0012652,0.00080854,0.00048352
0.0007664,0.00062547,0.00070317,0.00032993
0.00052623,0.00031205,0.00062577,0.00023278
0.00050994,0.00032415,0.00061004,0.00023032
0.00049619,0.00033873,0.00060528,0.00022715
0.00048472,0.00034659,0.00060328,0.00023102
0.036955,0.030057,0.039766,0.0071028
0.034927,0.032635,0.041086,0.010573
0.032861,0.035468,0.042911,0.015656
0.030096,0.035229,0.042915,0.016052
0.02709,0.034064,0.042511,0.014511
0.024066,0.032936,0.042205,0.013212
0.020898,0.031943,0.042827,0.012495
0.017933,0.031126,0.044297,0.011971
0.015418,0.030397,0.046579,0.011738
0.013574,0.029755,0.049449,0.011585
0.012441,0.028944,0.052866,0.011558
0.01394,0.037187,0.061486,0.014327
0.017591,0.052972,0.072723,0.018645
0.024973,0.052602,0.08803,0.023084
0.060415,0.058926,0.14653,0.052681
0.11298,0.073373,0.24479,0.099827
0.11665,0.08549,0.29249,0.10243
0.11657,0.093061,0.2905,0.12195
0.16906,0.16791,0.44551,0.39251
0.16028,0.16561,0.38977,0.31045
0.13963,0.15445,0.3176,0.22833
0.12341,0.14547,0.26275,0.17652
0.10998,0.13863,0.22302,0.14049
0.097792,0.13123,0.19389,0.11988
0.089856,0.12364,0.17246,0.11294
0.083697,0.11614,0.15614,0.11127
0.080128,0.11129,0.14431,0.11382
0.078227,0.10623,0.13465,0.11415
0.078005,0.10206,0.12663,0.1111
0.078147,0.097989,0.11935,0.10313
0.07835,0.094941,0.11287,0.092224
0.07908,0.09326,0.10628,0.082117
0.079213,0.093048,0.10084,0.073565
0.078198,0.093302,0.097014,0.06826
0.076824,0.094627,0.095642,0.066485
0.073856,0.095805,0.096335,0.066202
0.069891,0.095596,0.099766,0.068008
0.065753,0.095774,0.10482,0.070457
0.062019,0.096856,0.11104,0.074857
0.05882,0.097096,0.11733,0.08093
0.056442,0.099289,0.12139,0.090111
0.05538,0.10095,0.12351,0.10232
0.054635,0.10038,0.12268,0.11955
0.054288,0.10043,0.12102,0.14118
0.053466,0.1018,0.11782,0.16712
0.052224,0.1032,0.11463,0.19824
0.050244,0.10467,0.11166,0.23101
0.047228,0.10606,0.10856,0.26412
0.044025,0.10701,0.10673,0.28563
0.040798,0.10894,0.10717,0.29368
0.03795,0.10969,0.10901,0.28654
0.036187,0.11096,0.11343,0.26948
0.03514,0.11245,0.12067,0.24401
0.035082,0.11455,0.12883,0.22021
0.035246,0.11706,0.13721,0.19802
0.035934,0.11913,0.14417,0.1779
0.036596,0.12257,0.14758,0.1649
0.03759,0.12595,0.14749,0.15605
0.038885,0.128,0.14421,0.14862
0.040189,0.13034,0.13991,0.14219
0.042015,0.13276,0.13508,0.1342
0.043911,0.13573,0.1308,0.12372
0.046588,0.14021,0.12783,0.1097
0.04886,0.14631,0.12519,0.095132
0.051004,0.15049,0.12257,0.080384
0.052988,0.15287,0.12029,0.067436
0.054996,0.1569,0.11762,0.058848
0.058179,0.15939,0.11521,0.053667
0.063209,0.16178,0.11455,0.051862
0.07122,0.16504,0.11579,0.052928
0.082401,0.16699,0.12052,0.056359
0.096323,0.17079,0.12957,0.060855
0.11175,0.17509,0.144,0.065599
0.12588,0.18057,0.16387,0.06898
0.13812,0.18904,0.18914,0.071133
0.14715,0.1988,0.21928,0.071954
0.1526,0.21008,0.25017,0.073211
0.15596,0.22485,0.28007,0.076378
0.15701,0.24128,0.30656,0.081708
0.15832,0.25927,0.32676,0.090752
0.15986,0.28111,0.34418,0.10108
0.16344,0.30346,0.35888,0.11301
0.17043,0.33033,0.37522,0.12477
0.18182,0.35654,0.39562,0.13847
0.19901,0.38405,0.42325,0.15352
0.22345,0.40976,0.45997,0.16951
0.25682,0.43981,0.50333,0.18749
0.29775,0.4694,0.56277,0.20687
0.34855,0.4993,0.64147,0.2251
0.40514,0.53179,0.74022,0.24434
0.46687,0.56608,0.8647,0.26474
0.53066,0.60297,1.01,0.28594
0.59771,0.63926,1.1705,0.30722
0.67268,0.67964,1.3383,0.32983
0.74952,0.72704,1.4995,0.35307
0.83537,0.7713,1.6479,0.375
0.92473,0.81879,1.7707,0.39195
1.0126,0.85939,1.8802,0.40735
1.0937,0.90291,1.9799,0.42937
1.1607,0.94974,2.0787,0.46304
1.1963,1.0056,2.1808,0.5152
1.1954,1.0651,2.2731,0.59252
1.1734,1.1318,2.3612,0.68502
1.1478,1.199,2.4555,0.79924
1.1585,1.2918,2.6142,0.91981
1.2178,1.4123,2.8856,1.0551
1.3406,1.5761,3.2512,1.2221
1.5914,1.7902,4.0066,1.6987
1.7312,1.6376,4.6813,1.5258
0.34926,0.23081,0.53283,0.074671
0.33055,0.16045,0.42703,0.034723
0.052385,0.058563,0.057034,0.009649
0.005398,0.010384,0.0059372,0.0022784
0.0037256,0.0060721,0.0059505,0.0018917
0.0044851,0.011084,0.0084161,0.002186
0.0021858,0.0039301,0.0036495,0.0014065
0.001176,0.0013286,0.0016414,0.00093843
0.0012362,0.0014107,0.0015273,0.0008886
0.0012807,0.0014667,0.0014036,0.00079692
0.0013115,0.0015596,0.0012707,0.00071346
0.0013206,0.0016651,0.0011461,0.00063901
0.0013248,0.0018059,0.001038,0.00058497
0.0013373,0.002083,0.00095136,0.00054987
0.001359,0.0023972,0.0008874,0.00052195
0.0012527,0.0022647,0.00083078,0.00046109
0.00085812,0.0011827,0.00076037,0.0003224
0.00057834,0.00057998,0.00070028,0.00022749
0.00043874,0.00034984,0.00066263,0.00017964
0.040881,0.040894,0.058959,0.022018
0.038101,0.038989,0.056972,0.019276
0.03518,0.037432,0.055885,0.016909
0.032109,0.03615,0.055621,0.015287
0.029059,0.035034,0.055574,0.014218
0.025746,0.033991,0.055635,0.013434
0.022371,0.032823,0.05617,0.012655
0.019139,0.031674,0.057416,0.01202
0.016426,0.030773,0.060011,0.011504
0.014346,0.030041,0.063051,0.010992
0.012988,0.029325,0.066668,0.01059
0.01707,0.047741,0.0858,0.016041
0.044646,0.062051,0.15445,0.042067
0.09586,0.068261,0.24341,0.082969
0.088319,0.066711,0.2365,0.065644
0.10397,0.087082,0.34389,0.075182
0.11673,0.09083,0.35522,0.078694
0.17528,0.16112,0.54857,0.2643
0.17002,0.17287,0.49352,0.25811
0.15455,0.1623,0.40195,0.19507
0.14347,0.15244,0.33384,0.15661
0.13393,0.14504,0.27954,0.13117
0.12443,0.13734,0.24187,0.11754
0.11488,0.12997,0.2134,0.11215
0.10784,0.12356,0.19519,0.11292
0.10223,0.11828,0.1802,0.11691
0.10012,0.11156,0.16955,0.11966
0.099474,0.10702,0.16099,0.11794
0.10059,0.10251,0.15289,0.11331
0.10161,0.098145,0.14489,0.10208
0.10229,0.095454,0.13721,0.089766
0.10216,0.09437,0.12977,0.077742
0.099471,0.093837,0.123,0.069701
0.095302,0.093566,0.11858,0.064251
0.089723,0.094075,0.11625,0.062602
0.08316,0.094067,0.11615,0.063612
0.076369,0.093304,0.11841,0.066239
0.070503,0.094358,0.12355,0.069803
0.065657,0.093653,0.12923,0.074621
0.061496,0.094744,0.13561,0.080227
0.059344,0.09668,0.13973,0.088234
0.057516,0.097818,0.14263,0.098778
0.056507,0.097217,0.14149,0.11317
0.055298,0.098887,0.1389,0.13264
0.053967,0.10131,0.13433,0.15913
0.052177,0.10262,0.12936,0.19316
0.049241,0.10421,0.12483,0.22919
0.045794,0.10484,0.12034,0.26615
0.041474,0.10685,0.11858,0.28919
0.037633,0.10869,0.11852,0.29464
0.033995,0.10905,0.12129,0.28049
0.031669,0.10974,0.1267,0.25463
0.030353,0.11207,0.13607,0.22088
0.029859,0.11429,0.1461,0.19129
