Fe,mass,Pd,Pt
0.00013229,9.62E-05,0.00019284,7.46E-05
0.00013529,9.59E-05,0.00018347,7.41E-05
0.0036519,0.0083675,0.0044851,0.00086101
0.0029756,0.0082291,0.0040791,0.00089922
0.0024337,0.008106,0.0037458,0.00096967
0.0020019,0.0080164,0.0035042,0.0010854
0.0016894,0.0079667,0.0033557,0.0012628
0.001449,0.0079145,0.0032767,0.0014889
0.0012618,0.0078311,0.0032298,0.0017296
0.0011363,0.0077867,0.00319,0.0019343
0.0010426,0.0077681,0.0031271,0.0020419
0.00097727,0.0078299,0.0030411,0.0019946
0.00094146,0.0079006,0.0029416,0.0018311
0.00093245,0.0079894,0.0028247,0.0016265
0.00095199,0.008128,0.0027032,0.0014105
0.0010034,0.0083143,0.0025955,0.0012453
0.0010792,0.0084276,0.0024842,0.0011624
0.0011876,0.0088746,0.0024153,0.0012205
0.0019675,0.018187,0.0031643,0.0025106
0.0021043,0.016989,0.0029701,0.0026423
0.0023595,0.018166,0.0030908,0.0035057
0.0028844,0.023288,0.0037323,0.0059038
0.0034854,0.030087,0.0044451,0.0095396
0.0041867,0.038277,0.0052434,0.014526
0.0061701,0.058652,0.0091735,0.026701
0.008799,0.086744,0.015044,0.045531
0.009117,0.088658,0.013967,0.04632
0.0090064,0.085394,0.012456,0.040962
0.0088389,0.082915,0.011392,0.03677
0.0089959,0.086189,0.01175,0.04326
0.011247,0.13607,0.019133,0.14493
0.010986,0.13643,0.018282,0.12543
0.010527,0.1318,0.016874,0.095723
0.010247,0.12824,0.016045,0.074355
0.014274,0.14274,0.021412,0.068351
0.016671,0.16049,0.027117,0.079717
0.02538,0.18758,0.040538,0.14861
0.055091,0.22998,0.073905,0.37839
0.06899,0.24308,0.089791,0.47586
0.057804,0.2365,0.080878,0.39586
0.05,0.23117,0.071864,0.33844
0.044013,0.22797,0.064591,0.29878
0.039136,0.22472,0.058274,0.27094
0.035153,0.21931,0.053607,0.24449
0.031976,0.21356,0.050163,0.21842
0.029258,0.20854,0.047662,0.19145
0.027508,0.20338,0.046194,0.16374
0.026615,0.19605,0.045035,0.13656
0.026253,0.18882,0.044867,0.11283
0.026456,0.18458,0.045483,0.096609
0.027349,0.18095,0.04584,0.086314
0.028683,0.17564,0.046335,0.08325
0.02992,0.17062,0.046249,0.084353
0.032004,0.16659,0.045264,0.088941
0.034659,0.1629,0.044265,0.095413
0.038205,0.1605,0.043342,0.10233
0.043653,0.15979,0.04283,0.11158
0.050998,0.15975,0.042798,0.11983
0.060733,0.16166,0.04319,0.1295
0.072189,0.16517,0.043737,0.14032
0.084083,0.17,0.044507,0.15257
0.094113,0.17691,0.045882,0.16459
0.098911,0.18524,0.047393,0.17223
0.099435,0.1948,0.049843,0.17314
0.096736,0.20465,0.053296,0.16685
0.093175,0.21335,0.057659,0.15674
0.091542,0.22073,0.062757,0.14709
0.092483,0.22757,0.068028,0.14024
0.097188,0.23782,0.073091,0.13677
0.10526,0.25113,0.076176,0.13833
0.11709,0.26779,0.077735,0.143
0.13095,0.28351,0.078093,0.15193
0.14552,0.30308,0.078042,0.16551
0.15884,0.32156,0.079607,0.17827
0.17081,0.33682,0.08386,0.18922
0.18256,0.35167,0.091978,0.19837
0.19402,0.37186,0.10588,0.2033
0.20668,0.39799,0.12524,0.20449
0.22155,0.42741,0.15122,0.20383
0.23845,0.45639,0.18289,0.20257
0.26254,0.4839,0.22114,0.20022
0.29627,0.51485,0.26746,0.20048
0.34261,0.55778,0.32024,0.20721
0.40469,0.61157,0.38494,0.21876
0.48543,0.67232,0.46037,0.23543
0.58381,0.7386,0.54433,0.25838
0.69557,0.81454,0.64417,0.28254
0.81768,0.89129,0.75395,0.31026
0.94832,0.99811,0.87014,0.33996
1.0873,1.1394,0.98863,0.37713
1.2396,1.3155,1.1033,0.42347
1.4203,1.5757,1.2033,0.47922
1.6236,1.942,1.2921,0.54019
1.4892,1.5601,1.2441,0.52585
0.96619,0.58949,1.0504,0.40929
0.71607,0.29012,0.98477,0.41747
0.49753,0.14737,0.87075,0.17134
0.30425,0.060098,0.70357,0.024464
0.30504,0.072108,0.82387,0.029559
0.33138,0.087889,1.0801,0.039327
0.32847,0.089085,1.2052,0.044305
0.076969,0.016891,0.13691,0.0071801
0.061827,0.012785,0.09031,0.0061466
0.069853,0.014057,0.097631,0.0084176
0.078869,0.016421,0.10541,0.01208
0.11605,0.01937,0.16008,0.017989
0.015697,0.0040284,0.020179,0.0045933
0.00083223,0.00052248,0.00094941,0.00073393
0.00075779,0.00038123,0.0010364,0.00064881
0.00072877,0.00027594,0.0012157,0.00059203
0.00076122,0.00024395,0.0015463,0.00055562
0.00096262,0.00081617,0.0021626,0.00063042
0.0014622,0.0025785,0.0033899,0.00079007
0.00025182,0.00011651,0.00045163,0.00025615
0.00021646,8.58E-05,0.00033059,0.00021888
0.00020925,8.27E-05,0.00028016,0.00019863
0.00019968,8.06E-05,0.00024377,0.00017963
0.00019153,8.42E-05,0.00022223,0.00016365
0.00018078,8.79E-05,0.0002135,0.00015238
0.00016952,8.88E-05,0.00021196,0.00014429
0.00015983,9.10E-05,0.0002169,0.00013557
0.00015078,9.24E-05,0.00022325,0.00012602
0.00014485,9.30E-05,0.00022918,0.00011444
0.00014157,9.44E-05,0.00023628,0.00010003
0.00014177,9.56E-05,0.00024095,8.51E-05
0.00014475,9.39E-05,0.00024213,7.29E-05
0.00014926,9.52E-05,0.00023997,6.41E-05
0.00015464,9.45E-05,0.0002329,5.88E-05
0.00015991,9.38E-05,0.00022393,5.67E-05
0.00016434,9.37E-05,0.00021677,5.51E-05
0.0048952,0.0084911,0.005199,0.00078735
0.0039587,0.0083099,0.0047227,0.00080392
0.003199,0.0081102,0.0043031,0.00084849
0.0026087,0.0079657,0.0039851,0.00092366
0.0021644,0.0078982,0.0037725,0.0010452
0.0018296,0.0078414,0.003654,0.0012099
0.0015906,0.0076994,0.0035942,0.001405
0.0014216,0.0076199,0.0035466,0.0015964
0.0012928,0.0075688,0.0034744,0.0017106
0.0011942,0.0076056,0.0033655,0.0017425
0.0011327,0.0076357,0.0032408,0.0016713
0.0010921,0.0077171,0.0031046,0.0015183
0.001098,0.0079773,0.0030148,0.0013779
0.0013718,0.011268,0.0036972,0.0019356
0.0017361,0.015662,0.0044983,0.0027359
0.0026474,0.028184,0.0061243,0.0050897
0.0043099,0.053983,0.0086778,0.010544
0.0053943,0.066499,0.010126,0.01542
0.0062545,0.075352,0.011062,0.020848
0.0063727,0.069569,0.010271,0.021574
0.0063654,0.064968,0.009405,0.022107
0.0067216,0.063203,0.0094743,0.023626
0.0095185,0.081533,0.016657,0.034871
0.0093953,0.07245,0.013806,0.031539
0.0094478,0.069731,0.011886,0.028204
0.0096643,0.067776,0.010663,0.025589
0.0098069,0.066396,0.0099471,0.024425
0.012691,0.1066,0.016482,0.091681
0.013162,0.11791,0.017523,0.10595
0.012441,0.11337,0.015945,0.082869
0.012552,0.11787,0.016641,0.083057
0.016817,0.14273,0.024353,0.11844
0.022318,0.16828,0.034329,0.18645
0.046284,0.19807,0.061824,0.37413
0.073233,0.21294,0.089683,0.5088
0.062051,0.20628,0.084343,0.39587
0.053796,0.20041,0.078582,0.31901
0.049413,0.19598,0.07262,0.27139
0.045665,0.19464,0.066269,0.23397
0.042343,0.19419,0.060356,0.20331
0.039633,0.19003,0.056226,0.17438
0.037365,0.18499,0.053545,0.15342
0.035161,0.18329,0.051636,0.13301
0.033543,0.18007,0.050671,0.11549
0.031955,0.17894,0.049808,0.10046
0.030985,0.17538,0.048988,0.086417
0.03013,0.1733,0.047976,0.074654
0.029847,0.17041,0.04791,0.067049
0.029504,0.16611,0.0473,0.064458
0.029695,0.16099,0.04688,0.064802
0.030069,0.15671,0.046244,0.067735
0.031238,0.15547,0.045046,0.074996
0.033368,0.153,0.043892,0.082241
0.036668,0.15177,0.043207,0.090524
0.041983,0.14961,0.042838,0.09956
0.049258,0.1505,0.043172,0.10878
0.059029,0.15261,0.043724,0.11787
0.070577,0.15503,0.044272,0.12898
0.082595,0.15898,0.044942,0.14078
0.092791,0.16534,0.045619,0.15215
0.097975,0.17351,0.04678,0.16012
0.099461,0.18195,0.048484,0.16249
0.09878,0.19028,0.051489,0.16049
0.096803,0.19795,0.055579,0.15393
0.096242,0.20515,0.060557,0.14698
0.098375,0.21238,0.066157,0.13985
0.10311,0.22326,0.07131,0.13427
0.11008,0.23819,0.07546,0.13125
0.11917,0.25489,0.078287,0.13031
0.1283,0.271,0.07993,0.13135
0.13703,0.28476,0.080741,0.13452
0.14425,0.29522,0.08255,0.14077
0.15094,0.3057,0.08606,0.14833
0.15815,0.317,0.092742,0.15565
0.1652,0.3328,0.10357,0.16183
0.17421,0.35667,0.11967,0.16546
0.18676,0.38135,0.14157,0.1668
0.20257,0.40464,0.16943,0.1673
0.22463,0.42794,0.20331,0.1679
0.25737,0.45565,0.24468,0.17083
0.3021,0.49238,0.29282,0.17831
0.3617,0.53898,0.34958,0.19329
0.43937,0.59078,0.4197,0.2142
0.53491,0.65246,0.50039,0.24012
0.64147,0.71238,0.59385,0.26476
0.75764,0.78017,0.70053,0.28696
0.87796,0.86886,0.81291,0.30954
1.0035,0.96626,0.93081,0.3328
1.1223,1.0731,1.039,0.36546
1.2493,1.1999,1.1394,0.40582
1.3728,1.3588,1.2172,0.45456
1.5109,1.6215,1.287,0.50669
1.6537,1.9929,1.3642,0.56924
1.3654,1.4011,1.258,0.54136
0.94494,0.6398,1.1291,0.53276
0.62951,0.29513,1.0403,0.29811
0.33123,0.085802,0.82911,0.042299
0.28633,0.069129,0.90678,0.031957
0.33027,0.083759,1.2406,0.045415
0.2667,0.060638,0.94898,0.037796
0.06208,0.01015,0.097507,0.0059025
0.066881,0.010054,0.097743,0.0072596
0.075348,0.010878,0.10461,0.0096954
0.090271,0.013181,0.12211,0.014074
0.14256,0.017721,0.19958,0.022882
0.0025488,0.0013241,0.0026051,0.0020588
0.001168,0.00092148,0.0011552,0.0015759
0.001272,0.0010227,0.0013432,0.0019261
0.0014889,0.0012012,0.0016783,0.0023788
0.0017506,0.0024066,0.0021864,0.0024023
0.0022465,0.0050948,0.0031627,0.0022022
0.00083646,0.0010669,0.0010535,0.00093536
0.00033373,0.00019388,0.00036485,0.00040629
0.00027435,0.00012714,0.00030484,0.00025995
0.00022364,8.59E-05,0.00026337,0.00016449
0.00020632,8.78E-05,0.00024939,0.00014295
0.00019171,9.02E-05,0.00024671,0.00012913
0.00017756,9.17E-05,0.00025116,0.00011743
0.00016577,9.40E-05,0.00026068,0.00010819
0.00015846,9.39E-05,0.00027091,9.88E-05
0.00015464,9.47E-05,0.00028074,8.79E-05
0.00015572,9.70E-05,0.00028728,7.59E-05
0.00015961,9.50E-05,0.00029153,6.38E-05
0.00016714,9.39E-05,0.00029087,5.48E-05
0.00017437,9.40E-05,0.00028605,4.83E-05
0.00018226,9.29E-05,0.00027812,4.50E-05
0.0001888,9.25E-05,0.0002698,4.29E-05
0.00019219,9.11E-05,0.00026357,4.13E-05
0.0064177,0.0088413,0.0060846,0.00074657
0.0051653,0.0085781,0.0055277,0.00076794
0.0041328,0.0082929,0.0050187,0.0008079
0.0033062,0.0080673,0.00461,0.00085817
0.0027155,0.007967,0.004315,0.0009503
0.0022673,0.0078524,0.0041359,0.001077
0.0019497,0.0077046,0.004034,0.0012375
0.0019755,0.0096411,0.0047043,0.0019671
0.002135,0.0131,0.0057726,0.0033354
0.0023327,0.017783,0.0069662,0.005217
0.0025864,0.024036,0.0082581,0.0076253
0.0028982,0.032064,0.009681,0.010529
0.0033055,0.042548,0.011245,0.013944
0.003336,0.041648,0.01056,0.011817
0.0034284,0.040418,0.0098727,0.0098915
0.0048868,0.062611,0.011392,0.012825
0.0058327,0.067926,0.011474,0.01262
0.0062702,0.062412,0.010756,0.011625
0.0065506,0.057789,0.010163,0.011401
0.0067814,0.054537,0.0095964,0.012068
0.0068601,0.051687,0.0089445,0.012873
0.0089066,0.062154,0.013378,0.018781
0.010244,0.066559,0.0153,0.022524
0.010246,0.061862,0.012675,0.021278
0.010452,0.06034,0.010867,0.019484
0.010765,0.058118,0.009635,0.017637
0.013856,0.085984,0.014512,0.057086
0.015427,0.10475,0.01731,0.090534
0.014987,0.1096,0.017493,0.10289
0.016193,0.12299,0.020554,0.13445
0.020867,0.14443,0.028744,0.18007
0.043251,0.16607,0.052078,0.32735
0.080143,0.18706,0.087406,0.56606
0.063372,0.18227,0.083825,0.44829
0.052363,0.17818,0.080192,0.35876
0.047484,0.17209,0.076944,0.29338
0.044351,0.16809,0.072757,0.24425
0.042712,0.16777,0.067473,0.20563
0.041233,0.16943,0.062393,0.17327
0.040643,0.16973,0.05889,0.14705
0.039672,0.16812,0.056221,0.12225
0.03928,0.16628,0.055518,0.10401
0.0382,0.16423,0.055231,0.08751
0.037798,0.1641,0.055533,0.076443
0.036912,0.16322,0.054956,0.067081
0.036237,0.16163,0.053899,0.060957
0.035476,0.15962,0.05201,0.056142
0.034284,0.15608,0.050238,0.054172
0.033207,0.15229,0.048503,0.055212
0.032137,0.15014,0.047051,0.059876
0.031795,0.15033,0.045996,0.066873
0.032063,0.14892,0.044887,0.076573
0.033464,0.14731,0.043903,0.086153
0.036487,0.14478,0.043705,0.096212
0.040712,0.14255,0.04378,0.1046
0.047113,0.14371,0.044442,0.1138
0.055416,0.14571,0.04527,0.12162
0.065276,0.14876,0.045972,0.13023
0.07523,0.15304,0.046797,0.13864
0.084019,0.15769,0.04672,0.14776
0.090163,0.16432,0.047757,0.15341
0.09308,0.17076,0.048873,0.15615
0.094655,0.17785,0.051153,0.15768
0.095837,0.18495,0.054976,0.15497
0.097767,0.19046,0.059968,0.15094
0.1012,0.20105,0.0659,0.14456
0.1055,0.2152,0.071646,0.13796
0.10969,0.23032,0.07705,0.12985
0.11498,0.24465,0.081309,0.12276
0.11771,0.25622,0.08466,0.1168
0.1207,0.26353,0.086903,0.1138
0.12305,0.26951,0.089838,0.11385
0.12596,0.27801,0.092413,0.11773
0.12984,0.2893,0.097335,0.12395
0.13548,0.30379,0.10473,0.13087
0.14484,0.32383,0.11656,0.13855
0.15643,0.34386,0.13318,0.14451
0.1752,0.3647,0.1551,0.1483
0.1991,0.38673,0.18384,0.1515
0.2326,0.41125,0.21771,0.1579
0.27597,0.44248,0.25915,0.16863
0.33627,0.48341,0.31069,0.18768
0.41079,0.52878,0.37247,0.21169
0.50257,0.58356,0.44772,0.24212
0.60816,0.64153,0.53586,0.26924
0.71903,0.70734,0.64009,0.28951
0.8303,0.78147,0.74889,0.30341
0.93495,0.86162,0.87034,0.31563
1.0337,0.93935,0.97977,0.33108
1.1216,1.0188,1.0807,0.35731
1.1913,1.106,1.1623,0.39075
1.2651,1.2306,1.2376,0.43312
1.3331,1.3867,1.31,0.47913
1.4215,1.6797,1.4004,0.53784
1.5155,2.0821,1.5169,0.62512
1.1455,1.1982,1.4135,0.66339
0.8046,0.57636,1.2825,0.54505
0.46575,0.20894,1.0399,0.099316
0.35008,0.11273,1.0488,0.048936
0.35713,0.088863,1.4167,0.059388
0.22031,0.044155,0.7285,0.03445
0.063739,0.0089984,0.097897,0.0070923
0.07135,0.0095391,0.10412,0.0090024
0.079393,0.010727,0.11179,0.012059
0.112,0.013421,0.15939,0.01862
0.03301,0.0054575,0.043889,0.0093444
0.0011553,0.00062909,0.0011587,0.0014058
0.0012499,0.00064992,0.0012933,0.0016218
0.0014375,0.00069242,0.0015336,0.0018908
0.0017744,0.0012238,0.0019682,0.0022151
0.0024328,0.003874,0.0027931,0.002591
0.0021264,0.0044377,0.0023351,0.0021959
0.00056808,0.00057096,0.00046074,0.00096322
0.00053446,0.00061833,0.0004177,0.00086566
0.00049938,0.0006948,0.00039393,0.00078625
0.00040029,0.00052208,0.00036999,0.00052113
0.00032231,0.00037768,0.00036101,0.00034958
0.00026269,0.00026937,0.00035586,0.00023491
0.0002161,0.0001868,0.00035503,0.00015579
0.00018333,0.00012639,0.00035323,0.00010072
0.00016546,9.57E-05,0.00035186,6.83E-05
0.00017152,9.55E-05,0.00035761,5.91E-05
0.00017944,9.29E-05,0.00035913,5.01E-05
0.00019172,9.34E-05,0.00035478,4.38E-05
0.0002016,9.22E-05,0.00034395,3.89E-05
0.00020909,9.11E-05,0.00033277,3.64E-05
0.00021635,8.98E-05,0.00032297,3.45E-05
0.0002191,8.95E-05,0.0003167,3.32E-05
0.0080351,0.0092462,0.0071573,0.00073664
0.0069372,0.010184,0.0071486,0.00093079
0.006541,0.013574,0.0080814,0.0015729
0.0061387,0.0179,0.0091078,0.0025999
0.0058176,0.023488,0.010368,0.0042629
0.0056268,0.030728,0.01197,0.0069237
0.0056305,0.039807,0.014025,0.011236
0.0052554,0.041819,0.014448,0.013313
0.0047388,0.039312,0.013754,0.01329
0.0043593,0.037228,0.013002,0.01283
0.0040134,0.035747,0.012113,0.011847
0.0037387,0.034236,0.011207,0.010528
0.0035526,0.032912,0.010323,0.0090975
0.0035011,0.032428,0.0095974,0.0079925
0.0037994,0.03526,0.0093834,0.0074465
0.0056762,0.060249,0.011268,0.010562
0.0062416,0.05589,0.01065,0.008901
0.0068023,0.052692,0.010206,0.0080436
0.0072671,0.049196,0.0098239,0.0078376
0.007526,0.046523,0.0093475,0.0080055
0.0084224,0.048233,0.010784,0.0096978
0.011187,0.060253,0.017223,0.014999
0.010858,0.054384,0.014151,0.014673
0.010837,0.052725,0.011799,0.013836
0.011082,0.051293,0.010093,0.01274
0.013957,0.077939,0.015014,0.050568
0.016757,0.11088,0.020946,0.13782
0.01683,0.1153,0.020897,0.15157
0.019348,0.11888,0.023876,0.13883
0.044567,0.14364,0.046743,0.24203
0.080528,0.15852,0.077037,0.43936
0.074984,0.16388,0.08415,0.45229
0.05651,0.16057,0.080365,0.38321
0.046902,0.15808,0.078331,0.33108
0.041262,0.15376,0.075783,0.28061
0.038679,0.15053,0.072763,0.23629
0.037579,0.14862,0.068685,0.19694
0.038204,0.14994,0.064503,0.16277
0.038963,0.15174,0.060941,0.1354
0.040162,0.15186,0.059201,0.11244
0.041008,0.15185,0.057925,0.092625
0.04146,0.15205,0.058667,0.076571
0.041817,0.1531,0.06007,0.065314
0.042149,0.1537,0.060934,0.057549
0.042207,0.15143,0.061125,0.052251
0.041774,0.15126,0.059373,0.0501
0.041155,0.14895,0.056473,0.049398
0.039769,0.1465,0.053527,0.051772
0.038038,0.14504,0.051049,0.056557
0.036192,0.14358,0.049006,0.064597
0.034856,0.14294,0.04767,0.075421
0.034171,0.14203,0.046844,0.088398
0.034564,0.1407,0.046277,0.10203
0.036437,0.13726,0.046167,0.11415
0.039608,0.1367,0.046691,0.12489
0.044065,0.13756,0.047242,0.13178
0.050196,0.14002,0.048058,0.13761
0.057515,0.1444,0.048869,0.14221
0.064664,0.14861,0.049327,0.14423
0.07194,0.15247,0.049318,0.14689
0.07791,0.15702,0.049793,0.14996
0.082793,0.16204,0.050788,0.15348
0.086709,0.16759,0.052734,0.15616
0.090489,0.17363,0.056272,0.15745
0.094207,0.18119,0.060957,0.15605
0.09807,0.19226,0.066999,0.15113
0.1018,0.20657,0.073562,0.14351
0.10362,0.22144,0.080195,0.13205
0.1047,0.23271,0.086369,0.11966
0.10317,0.24103,0.092057,0.10791
0.10207,0.24594,0.096029,0.1002
0.10099,0.25052,0.099391,0.095588
0.10099,0.25761,0.10172,0.096083
0.10439,0.26748,0.10415,0.10133
0.11043,0.28083,0.10838,0.10959
0.12048,0.2935,0.11426,0.1197
0.13481,0.30988,0.1252,0.12926
0.15492,0.32845,0.14012,0.13778
0.18154,0.34966,0.16176,0.14651
0.2171,0.37446,0.19054,0.15705
0.26216,0.40466,0.22716,0.17222
0.31921,0.44012,0.27275,0.19497
0.38994,0.48209,0.32701,0.22418
0.47367,0.52932,0.39557,0.2567
0.57267,0.58607,0.47813,0.28386
0.67675,0.65475,0.57672,0.30276
0.77726,0.72547,0.68905,0.30952
0.86697,0.79216,0.81068,0.31153
0.94257,0.84878,0.92708,0.31464
0.99884,0.91404,1.0388,0.32418
1.0415,0.97853,1.131,0.34559
1.0753,1.0488,1.2108,0.37452
1.1082,1.1429,1.2921,0.41845
1.1521,1.28,1.3891,0.47164
1.2072,1.4796,1.4983,0.5404
1.3045,1.8235,1.6438,0.64884
1.3091,1.8264,1.7764,0.83267
1.0327,1.0431,1.7127,0.96229
0.56173,0.30441,1.2612,0.2001
0.48428,0.22571,1.2158,0.08579
0.51177,0.1796,1.6718,0.1031
0.21762,0.050535,0.56287,0.037701
0.066541,0.0089741,0.10495,0.0087505
0.073731,0.0096029,0.11176,0.010956
0.081609,0.010803,0.12101,0.014686
0.13538,0.014416,0.20757,0.023801
0.0054705,0.0015191,0.0067851,0.0032827
0.0011962,0.00057053,0.0012857,0.0014472
0.0013441,0.00057422,0.0014671,0.0015785
0.0015964,0.0006222,0.0018095,0.0017288
0.0020606,0.0019881,0.0024546,0.0018959
0.0029799,0.0058335,0.0038804,0.0020496
0.00069931,0.00059029,0.00072616,0.00075698
0.00049545,0.00037662,0.00049775,0.00055255
0.00045299,0.00040901,0.00048543,0.00048239
0.00042017,0.0004617,0.00048661,0.00044734
0.00039378,0.00051327,0.00050136,0.00042934
0.00038138,0.00057061,0.00051754,0.00042535
0.0003784,0.00062723,0.00053541,0.00042483
0.00038691,0.00069493,0.00054969,0.00042036
0.00038546,0.00066855,0.0005503,0.0003534
0.00035415,0.0004714,0.00052998,0.00023075
0.00032801,0.0003321,0.00050034,0.00014653
0.00030389,0.00023132,0.00046612,9.32E-05
0.00027711,0.00015725,0.00042888,5.96E-05
0.00024811,0.00010476,0.0003933,3.83E-05
0.00024008,8.79E-05,0.00037331,3.13E-05
0.00024143,8.88E-05,0.00036455,2.97E-05
0.02003,0.043386,0.022562,0.0070107
0.018388,0.050102,0.023389,0.0090513
0.015107,0.046654,0.021025,0.0085795
0.012225,0.043478,0.018816,0.0082492
0.0099061,0.040587,0.016974,0.0080346
0.0081318,0.038104,0.015555,0.0079662
0.0068687,0.035903,0.014539,0.0080028
0.006059,0.033825,0.013837,0.0082673
0.0055111,0.032173,0.013263,0.0085295
0.0051199,0.030839,0.012642,0.0086038
0.0047884,0.029937,0.011901,0.008365
0.0044608,0.029079,0.011067,0.0078913
0.0042341,0.028409,0.010239,0.007211
0.0040672,0.027869,0.0094378,0.0064043
0.0048773,0.038092,0.010031,0.0074385
0.0062008,0.051034,0.010821,0.0083608
0.006685,0.047566,0.010195,0.0069139
0.0072226,0.044629,0.009777,0.0060215
0.0077097,0.041791,0.0094315,0.0055755
0.0079244,0.039361,0.009073,0.0054648
0.010684,0.049743,0.015563,0.0087106
0.011354,0.050183,0.016112,0.0099631
0.011147,0.050237,0.014656,0.013416
0.011169,0.054572,0.013936,0.020321
0.013277,0.0771,0.01829,0.062748
0.016564,0.11017,0.025581,0.1573
0.016577,0.10449,0.023096,0.1167
0.031286,0.11889,0.035723,0.15586
0.080156,0.14761,0.072975,0.32022
0.09509,0.15384,0.089622,0.40163
0.070945,0.14936,0.083502,0.34045
0.054151,0.14571,0.079331,0.30566
0.044323,0.14218,0.076869,0.28182
0.038263,0.13975,0.075135,0.25536
0.034914,0.1363,0.071769,0.223
0.034108,0.13457,0.069084,0.18955
0.034886,0.13508,0.066524,0.16017
0.036858,0.13754,0.063526,0.13371
0.039113,0.14008,0.061751,0.11117
0.041177,0.14067,0.060998,0.092765
0.043136,0.14098,0.061052,0.077348
0.044282,0.14212,0.062356,0.064983
0.045245,0.14499,0.064663,0.056262
0.046244,0.14548,0.06603,0.050775
0.046753,0.14538,0.066412,0.047968
0.046783,0.14406,0.065056,0.047706
0.046355,0.14055,0.062169,0.050593
0.045174,0.13761,0.059122,0.055334
0.042764,0.13717,0.056113,0.063294
0.040729,0.1373,0.054108,0.074969
0.03864,0.13654,0.052641,0.089615
0.03723,0.13555,0.051927,0.10664
0.036734,0.13387,0.05167,0.12508
0.037127,0.13185,0.051519,0.1433
0.038942,0.13161,0.051775,0.15586
0.041345,0.13263,0.052105,0.16298
0.045169,0.13568,0.052614,0.16521
0.049558,0.13926,0.053069,0.16071
0.054428,0.14267,0.053209,0.15426
0.06009,0.14739,0.053272,0.15056
0.065645,0.15162,0.053517,0.14888
0.071418,0.15567,0.054256,0.1499
0.076961,0.15971,0.056003,0.15446
0.082011,0.16463,0.059042,0.15775
0.087021,0.17373,0.063763,0.15965
0.090913,0.18573,0.069755,0.15704
0.093281,0.19829,0.076667,0.14829
0.09394,0.21088,0.08459,0.13436
0.0924,0.21978,0.092325,0.11876
0.089257,0.22778,0.099812,0.10403
0.085135,0.23265,0.10615,0.091679
0.082815,0.23618,0.10994,0.084615
0.08259,0.24216,0.11135,0.083923
0.08551,0.25114,0.1112,0.087941
0.092444,0.25952,0.11123,0.096183
0.10393,0.26911,0.11255,0.10816
0.12056,0.28172,0.11793,0.12022
0.1429,0.29727,0.12812,0.13206
0.17224,0.3185,0.14385,0.14479
0.20684,0.34666,0.16775,0.16021
0.2501,0.37506,0.19896,0.18068
0.30201,0.40937,0.23886,0.20838
0.36352,0.44975,0.28859,0.24113
0.43573,0.4941,0.35012,0.27514
0.52124,0.5447,0.42832,0.30343
0.61251,0.60849,0.5227,0.32046
0.69943,0.67214,0.63379,0.32303
0.77704,0.72923,0.75595,0.31571
0.83445,0.78199,0.87986,0.3065
0.87533,0.83993,0.99965,0.30166
0.90161,0.89163,1.1101,0.30845
0.9222,0.94552,1.2065,0.32788
0.94241,1.0116,1.3033,0.36072
0.96768,1.0902,1.4075,0.41396
1.012,1.2053,1.5209,0.48496
1.0725,1.3519,1.6497,0.58468
1.1696,1.6026,1.807,0.72918
1.3286,1.9964,2.0381,0.99621
1.2786,1.6523,2.137,1.3121
0.72059,0.49155,1.6059,0.38792
0.4919,0.20676,1.36,0.10484
0.63472,0.25775,1.9397,0.14556
0.24677,0.084832,0.44858,0.045004
