Gd,Co,Fe,Ce,Pt
165.8344,55.33474,78.87246,649.8618,725.8872
168.0392,45.13047,87.29293,609.3554,681.464
164.5429,54.81673,87.0722,618.6907,647.7184
184.9659,47.44602,68.21934,630.8069,761.6942
178.1238,54.64539,83.3292,653.3632,786.7426
171.7831,40.06814,80.34528,586.3169,658.9701
164.0464,46.93038,80.32923,587.412,684.053
185.5173,52.34888,60.28276,614.3865,691.7448
212.4662,44.18169,96.83743,606.836,730.5259
185.2792,33.98116,99.63213,608.4108,705.097
160.5238,42.85873,83.07243,593.7368,774.5977
224.1293,53.42675,74.86534,624.1548,736.652
181.7747,51.14006,80.4214,603.0845,757.7224
196.9964,44.12805,97.91113,603.7036,820.4073
183.5497,58.83208,109.0299,638.2473,773.7596
183.7928,65.35768,101.9046,613.1641,715.3642
186.0791,73.24402,85.25415,647.444,798.8401
204.3527,73.70869,75.89364,643.869,749.4598
203.1478,58.89568,108.4235,577.7194,730.2117
173.9485,61.08693,96.77403,601.5651,824.3003
192.9058,64.31791,97.23969,609.4633,820.7501
244.5015,48.4711,119.11,576.7726,770.6427
260.4663,52.457,124.8443,556.6656,803.5043
245.2943,56.05667,122.3325,563.5461,783.4853
235.7165,53.64044,150.9764,510.7216,707.7412
279.3741,81.39845,134.9792,554.8741,806.8131
254.0328,50.6193,142.9198,510.861,777.5856
312.0628,60.03064,145.6047,535.4409,750.6893
287.2838,58.60141,151.9368,526.6386,736.0226
333.4384,57.65938,169.8993,516.7629,778.8272
348.4688,74.61334,172.6291,511.7919,781.9977
350.9005,71.06158,226.2612,469.8441,802.4109
335.2328,78.98449,193.5365,501.1,768.0101
370.5204,58.3626,223.6236,460.3738,748.3552
314.206,102.9319,213.8911,493.1095,745.1985
383.4745,80.56748,207.7956,429.9714,732.9589
420.6295,74.55125,225.3612,470.8806,726.2634
434.3426,87.26597,232.6423,418.1311,765.6274
401.5344,82.7373,203.1252,448.5335,785.6548
441.7305,75.14792,255.3364,438.985,757.1896
434.4389,88.02493,238.2571,473.8046,764.3465
433.27,66.27079,243.9577,461.1953,795.0731
466.0675,77.09161,286.7152,397.9821,731.3313
436.2308,94.96571,283.6877,447.3793,742.0211
420.3542,146.1719,244.6405,425.0809,735.6809
466.5028,78.76913,291.8379,342.6847,718.2872
532.3597,70.79845,307.7626,363.9903,772.2924
500.5328,89.32619,298.5815,403.1377,756.0334
516.695,123.7142,273.6991,381.8138,732.3521
484.1699,89.85789,277.8465,417.8844,708.6339
457.7445,102.6058,287.0906,427.0789,748.6247
487.2332,83.91202,270.0317,381.0785,755.1722
477.4582,81.98739,282.6753,397.855,703.1538
543.0779,99.53709,268.7747,369.9551,719.2477
555.963,82.84732,294.2505,396.3346,759.2183
534.3154,80.71086,240.0174,432.2043,720.3082
477.1629,68.17961,283.8141,369.1705,703.6851
514.2403,85.28036,247.0867,423.7374,772.3502
447.9341,78.62267,279.9517,456.5061,736.626
431.1477,75.62883,251.8973,434.4635,737.6644
428.2535,78.29206,236.9292,478.9966,806.6939
444.6287,112.4739,233.9103,424.4109,807.6121
451.6743,70.78359,276.2697,414.3889,816.0267
423.2792,92.76331,267.8502,421.9547,725.2461
459.0189,69.10866,253.3796,441.0437,761.5347
454.7969,81.95367,260.8096,481.3943,798.1064
420.7935,86.19514,255.7238,456.5415,780.1592
419.6555,71.43852,258.7429,444.4068,800.6319
407.262,84.5312,269.8037,460.9508,803.3007
456.6083,67.45148,256.1054,482.7271,798.8348
383.0851,79.70319,214.4877,483.3833,746.8293
406.9963,73.02231,252.9498,506.9129,713.4532
415.0415,75.12733,234.1856,418.3381,743.8821
429.3492,74.48669,228.6481,479.9933,758.3188
414.6107,103.4553,255.5549,443.071,720.8745
419.9193,99.17731,258.3642,498.3274,761.8333
431.3375,110.9037,286.2646,519.5736,732.5914
393.7296,112.5815,267.722,419.7708,688.6042
367.7876,149.3899,283.5178,409.5085,664.7854
330.5307,138.6589,298.1693,458.8882,713.4948
345.2964,138.7824,323.9325,416.6367,740.2964
291.4543,208.0568,366.4491,382.4744,690.4903
260.2852,243.138,377.4233,362.6459,764.5874
190.4485,278.4619,362.0497,397.701,780.4201
169.5965,332.4189,483.9577,354.459,739.7791
108.6987,337.0809,487.9999,326.9072,765.1467
121.9811,339.1462,536.4395,321.4463,726.0659
122.0057,400.4874,569.9985,265.8539,754.9195
100.6157,429.0663,582.0553,261.1702,756.6718
128.5927,429.5695,600.1605,167.1864,691.7563
108.726,437.9087,651.113,177.9436,718.8904
96.07708,442.9057,636.5103,174.8377,678.1027
70.12265,543.0531,687.2411,174.8957,688.784
97.74992,495.7884,733.4205,157.1549,748.4435
88.99506,496.3697,761.1107,128.2303,735.587
81.94196,508.3892,676.2429,150.1027,745.3655
108.2529,524.5306,744.0219,133.0933,702.4207
86.10246,504.5908,728.9476,124.298,701.6887
59.94008,517.903,770.7698,111.5925,697.076
89.2705,514.0562,734.6139,117.9204,700.1503
74.68427,512.2394,707.3049,124.1925,645.4203
56.18217,559.2609,693.1238,137.7653,679.8819
82.18341,492.7165,797.6949,131.1972,714.7928
92.41888,510.0306,739.7628,106.4847,712.3592
60.83876,543.4866,760.8023,125.3862,652.4609
69.02772,510.7874,729.3,121.4,701.514
70.6842,456.5562,749.3137,158.5544,730.723
77.47013,488.8088,741.2729,146.3886,685.1871
80.67644,478.6417,720.9643,134.5768,668.9097
65.15255,509.7537,773.4191,141.3927,696.9521
71.50306,547.5071,659.1475,138.6137,653.5468
74.97852,487.7731,797.8249,117.1829,654.0856
78.22112,541.0485,732.7024,139.9967,642.7347
74.56292,531.2894,772.1865,134.6985,626.9193
97.40775,535.3857,722.2414,134.6022,664.0389
85.63635,513.1046,819.8864,119.7831,651.799
93.80083,512.8645,763.7413,148.5498,593.3476
74.97444,509.287,749.3412,143.2718,591.3122
72.76002,486.1697,762.876,138.7883,651.5184
75.03389,495.9038,721.4816,135.9096,598.8512
100.9692,550.7665,768.8628,113.282,671.3241
88.37133,553.3555,709.5745,129.7926,666.9906
64.3678,507.7444,736.282,118.8542,642.5286
76.91153,572.4016,721.4514,165.7151,618.5926
68.23547,539.3817,834.7472,146.1992,578.8227
60.19053,511.6134,768.1548,114.9362,620.1515
74.01736,544.2789,750.533,131.0221,608.7554
79.71566,492.4998,798.3449,129.9321,647.7538
79.74043,567.8701,744.4969,134.4703,577.6572
43.84606,563.7624,793.5052,110.8223,580.9647
75.81354,523.8111,854.7131,140.3059,693.0042
65.01727,539.7894,799.4125,128.2419,647.4026
61.08889,565.0882,761.6929,153.2651,601.7018
82.41209,560.1295,728.8232,139.4146,634.1249
56.65919,545.5833,768.6276,124.941,678.9207
79.57098,406.6045,546.0372,218.717,720.871
76.33987,377.1607,617.6469,196.9103,655.3126
77.47855,395.7527,555.2346,201.0114,646.2015
75.40281,393.2362,558.6172,199.1481,649.0929
69.17909,403.9879,559.1716,242.4559,721.4914
119.4136,425.5638,616.5416,225.5917,642.4138
81.65517,354.5951,581.2651,292.6017,653.9377
93.90967,360.0441,478.5657,245.5535,631.5474
76.42927,335.3256,523.9507,270.8679,679.9034
105.1602,348.0826,529.8947,306.4144,646.0511
92.26453,347.1015,488.4824,320.6747,622.4141
77.38261,372.7858,496.8416,352.7468,618.5867
103.4457,318.1517,457.4456,333.3495,615.4209
115.7064,368.7974,458.9327,379.0891,649.6078
117.5224,273.9566,428.1471,341.9727,668.535
99.2846,299.4901,427.1263,347.1913,659.2679
133.1598,288.2494,417.4874,353.7136,673.6197
110.9296,267.3997,387.6383,375.6461,671.5823
141.3031,220.5374,344.6473,399.4442,709.1161
118.5248,251.4875,340.0027,483.4007,662.2966
98.11253,280.6244,307.3267,528.2427,703.9664
140.9803,216.6716,283.601,469.1927,663.2058
122.5751,177.4959,249.6575,509.0373,664.8798
148.5936,147.4633,238.9951,531.7573,661.5705
152.6499,110.8473,174.8445,572.2926,653.6363
147.7426,93.64648,167.7687,599.7994,655.1061
175.7044,97.82801,123.5353,578.2332,614.1008
183.0698,75.26983,104.3878,593.5475,667.473
170.4714,61.53354,86.64143,625.1817,689.7413
165.2858,42.86456,74.46272,610.8458,653.2961
216.9949,41.27815,101.1125,666.444,662.7653
198.5606,61.12585,82.59496,636.6076,686.2388
220.2975,53.96734,75.0326,646.7626,658.4647
171.9355,71.02908,88.59171,649.2208,691.7322
199.4256,55.06213,89.58618,594.0142,684.2709
228.4105,53.01723,87.29007,648.2872,635.5255
194.5591,54.92841,87.65993,597.6735,685.6576
206.122,54.90194,86.33714,663.0003,650.3118
206.5696,52.37577,70.00848,577.8671,675.6787
187.0839,47.63672,82.00009,655.1714,689.6308
215.6602,56.59802,86.06943,602.6482,648.7968
165.5246,57.10549,82.66385,630.504,726.1748
189.4561,42.74823,83.74652,681.9845,674.6513
182.1913,63.08679,90.31712,606.1217,694.3885
167.0319,47.61316,61.81658,655.6929,709.3314
179.2091,42.59546,90.05907,646.2147,783.9258
171.0608,56.32155,79.17056,647.1215,672.4658
207.1378,61.20028,75.67471,632.6236,702.0209
196.4329,50.85043,87.31889,595.1642,707.9965
159.3841,76.31554,88.43935,609.3914,675.2919
175.7318,55.10545,75.56878,632.17,649.2392
199.6838,57.13617,79.17818,665.055,678.4246
213.0089,42.18959,107.3609,684.9606,697.5994
188.1822,55.21231,77.11157,687.0767,661.7635
178.144,63.93194,85.6335,666.8072,679.5951
176.41,36.29573,63.15907,669.8217,721.7225
210.1132,50.63954,103.0996,633.7748,660.996
182.7265,41.94246,106.3052,661.4559,648.3983
142.6844,54.97674,70.81766,662.1017,643.2107
195.8171,39.27879,82.88696,671.9377,651.9595
151.2761,51.28921,92.38494,644.134,603.6227
172.4196,52.37724,81.23511,683.3978,695.4923
170.5928,62.1059,74.89825,657.1595,692.434
216.2528,43.25088,84.4487,622.7291,667.8543
156.1164,45.04464,90.53289,621.7379,650.532
183.3521,50.04546,77.52211,646.0582,739.9707
184.4905,34.54772,83.5034,626.2346,678.7836
170.4105,62.96817,64.97608,623.7489,717.1964
146.7313,56.93326,83.88577,630.0116,752.9758
152.533,61.77804,59.80428,594.5599,740.2017
148.1735,61.51831,64.15494,632.0693,802.8076
186.8888,43.17706,80.31093,565.9409,738.6347
175.6622,45.66185,82.60393,635.3514,619.9158
157.9976,41.62701,94.85606,621.5898,756.0384
196.3373,60.64989,81.70273,656.6207,776.7309
175.1997,29.4875,92.61709,686.2245,741.7186
155.819,48.48249,67.88902,643.4454,741.3234
158.2113,48.80175,85.81513,621.5807,765.8898
188.1545,46.55881,92.79237,648.3942,681.9241
184.5297,38.57196,93.19894,581.5472,762.3317
176.1831,44.20297,88.25767,592.9587,838.2693
193.7485,49.39655,89.01238,605.9238,733.5577
190.8857,47.55934,106.8716,597.1819,818.1354
176.1711,51.15332,92.94978,598.269,731.5662
220.7639,62.25307,93.32546,541.054,785.0027
235.7488,58.73119,89.87357,549.3273,770.6188
215.6256,59.2352,109.8771,595.3466,739.947
214.8882,67.80854,117.6442,603.8802,749.4535
218.5721,77.37109,127.6443,613.6235,782.8411
256.6893,49.71907,124.326,570.5778,736.5876
227.3861,70.68955,136.3844,557.9472,848.6658
285.0176,51.20115,122.3983,564.6122,753.3669
311.2533,58.92696,136.4465,533.3517,755.7997
275.7246,74.14965,148.252,538.7133,793.485
314.9059,78.37463,143.0457,501.4818,828.2308
290.1287,66.51519,157.32,552.265,764.4828
305.5538,45.56523,164.3542,484.1023,734.9561
335.5037,95.85633,174.6573,532.1321,780.9427
358.7903,76.56368,184.6669,454.1868,743.7925
363.2403,66.18871,237.5172,459.8419,771.9506
375.165,76.68778,198.8752,446.7675,816.3596
395.9898,86.2773,237.5503,475.0755,739.0247
384.4363,79.62547,227.4823,454.445,740.5434
405.6564,65.49223,249.3547,444.7257,774.5468
415.4689,84.98161,254.1192,436.2783,797.7429
407.8761,81.52827,266.304,409.1104,806.4162
483.9684,96.37281,267.74,420.4575,754.5292
442.3814,85.92987,277.5728,418.3358,761.3181
464.4244,87.21966,278.4166,409.9182,793.9514
487.5722,78.03922,280.9603,393.0579,799.6076
449.7964,106.4912,282.618,375.8472,765.4452
520.6107,96.95296,282.9296,384.0725,799.8748
511.8907,76.49062,306.0917,389.0032,749.6642
461.9382,77.78178,251.557,371.5447,744.3667
513.2737,84.86514,282.3232,381.2643,737.9834
561.7578,88.18173,296.0879,397.9991,819.7919
568.4398,110.1564,297.827,364.269,782.4778
499.3888,98.07777,271.0302,382.1349,836.6295
528.6923,79.42517,329.714,388.7934,767.1894
547.8534,66.8208,292.009,393.5794,762.1272
508.9637,80.5983,293.2585,412.1893,730.1989
531.7,50.35013,276.1335,401.8259,752.1213
544.2159,103.4979,245.748,364.3763,757.6816
541.2178,84.97921,237.5506,442.5792,766.052
490.07,104.6516,265.1139,394.7294,751.1393
501.1089,83.89205,282.965,420.7041,727.8308
425.713,77.31529,263.2648,435.0165,803.8347
485.5728,91.43561,264.0067,408.6499,783.0142
495.1829,80.25618,258.8019,441.466,747.7659
443.8854,73.28635,250.766,441.6113,758.8511
439.1963,100.2742,245.0491,455.0479,807.067
451.1402,91.30115,253.0867,458.9649,782.2377
438.1849,91.12914,292.0052,439.4645,805.3683
461.9507,56.58763,277.3166,442.8438,728.663
465.783,100.1505,244.3979,467.1566,752.6817
468.2833,91.30622,215.1656,459.3465,721.3169
410.4241,74.63043,250.0192,484.2295,692.4986
416.8489,91.19487,258.7539,423.0448,723.7328
392.2052,90.88854,260.1858,478.4272,711.3717
432.157,93.59138,237.1469,471.8893,760.9183
425.1783,115.5629,272.4447,464.8152,762.0571
432.466,108.5145,247.7502,496.3816,747.7976
347.3873,99.94611,232.5505,452.8922,746.2621
400.1637,111.822,315.1445,424.1206,722.3069
357.1459,119.6009,333.5003,441.8012,689.7638
347.5632,142.5925,336.2104,445.4351,714.8325
312.0142,193.1267,343.8934,381.9109,706.7139
264.2392,204.3882,366.1703,402.2241,734.8593
242.3875,230.8445,426.6866,346.7601,751.0417
169.3586,324.2189,460.9597,317.5653,738.1376
138.1611,308.9773,521.6754,363.3674,723.066
115.7014,386.3133,504.8374,308.5221,730.5775
111.2928,365.0592,528.132,291.2693,713.9953
108.7472,424.1176,575.0942,254.4473,745.6627
113.3045,420.8096,678.9491,249.8733,799.0086
101.6383,439.1541,621.3502,219.1724,754.6848
74.60064,432.7804,660.474,187.1047,713.6013
84.99919,475.6911,627.9815,147.7826,718.4053
81.2167,481.9912,767.9653,137.1628,690.8876
112.9468,487.0661,692.8072,130.631,715.7596
72.40816,527.5843,750.3625,145.7633,713.9684
92.04733,481.332,786.1315,154.1768,710.2966
96.47676,472.0787,756.768,168.5878,742.3115
78.76685,490.0423,756.0403,122.9808,765.9933
72.38579,540.0665,722.1873,136.2633,736.8804
57.19302,502.0145,743.6265,141.2899,700.8265
77.87438,527.9166,779.4046,126.8258,689.7159
86.63624,530.1447,706.1636,116.1074,689.9742
81.24623,477.4704,675.6508,140.8457,666.0288
70.3164,530.4728,696.261,126.6936,707.2884
65.02676,521.9456,693.2429,130.8802,679.9554
81.06705,512.8351,707.6774,132.0429,687.4487
90.84682,549.3152,709.1531,106.4147,725.5731
48.97134,515.1669,698.6834,132.852,633.2262
55.01666,533.234,746.6381,157.1553,685.4672
68.77845,561.6922,772.3641,139.0867,688.2549
63.56423,521.2053,711.1227,133.9577,606.9836
93.63888,496.232,812.4191,106.6041,676.3186
72.90276,509.864,797.5803,111.185,645.295
80.10315,498.7771,744.8409,130.4942,664.4183
61.52251,499.7962,816.1818,155.1141,672.4061
68.08726,543.149,783.0461,111.268,647.8759
80.36425,493.1746,729.7742,102.643,674.7131
60.95541,506.9644,707.8584,140.3688,675.0691
72.63369,500.5214,766.3381,114.9558,621.4563
81.36121,537.7443,734.2831,140.9568,622.132
64.14896,578.0473,775.3479,140.1802,688.3925
88.70518,544.4921,724.7568,106.5389,626.4996
74.84969,544.5582,761.9023,115.1567,673.631
71.55086,519.2255,739.4685,130.9516,601.2314
77.73529,565.4874,745.501,132.9099,629.9973
78.31201,491.3849,729.9274,116.3312,642.0558
82.32143,528.8107,812.9935,143.4559,605.6382
88.07256,486.6353,761.6871,133.2922,603.8784
79.70091,580.359,829.9104,162.477,649.088
62.89939,556.5812,805.0206,140.4191,643.9977
61.37951,557.5596,722.1894,141.616,681.1857
76.75715,571.8394,803.5379,123.4165,632.4918
85.44492,569.0561,815.0592,124.4256,628.374
75.9474,592.9285,751.025,118.4389,666.409
63.51183,420.2772,575.7361,209.9095,653.942
74.63263,420.3295,593.6298,216.1255,678.6118
77.94788,396.3993,587.7936,204.5036,644.2813
64.69663,439.1983,573.8091,215.1644,635.6588
84.2206,450.9843,618.1693,236.7144,667.0504
64.48187,389.0336,533.4401,230.8704,653.5597
94.31877,383.4164,611.3173,248.1712,702.8535
95.88973,391.4507,502.6964,251.2275,678.4614
103.6448,367.4112,531.7291,251.37,652.6171
83.74976,370.9896,553.7365,318.1533,701.9691
76.70126,330.9861,517.3121,311.21,641.3835
99.31023,367.5029,470.8167,313.757,683.8905
71.14887,311.8161,461.3555,314.849,666.8286
101.6958,351.2593,482.5772,354.6842,688.087
104.8065,311.5198,440.1029,346.2708,661.5964
103.0682,290.1849,418.1798,349.7888,655.2591
124.5305,299.6184,402.5559,371.965,648.7698
110.8889,267.9551,360.209,369.0166,657.7764
149.3608,268.4654,317.4103,390.506,695.7217
136.0341,263.8413,365.8243,443.3121,678.4256
138.1433,228.1566,373.2195,417.0973,664.8931
132.9568,188.6605,312.577,480.3457,712.4409
144.0359,192.1859,287.2186,496.4044,632.5322
170.0994,184.4653,238.9881,521.0417,641.1065
127.4275,135.2269,212.956,548.5735,611.3851
191.89,118.8752,182.9041,561.353,663.5229
193.992,98.31396,149.6951,572.3213,659.4642
206.3925,84.8908,128.357,634.9546,623.8095
164.6158,41.78458,80.50912,651.5563,660.0085
151.5651,58.02279,89.97076,625.5239,644.8646
172.2457,55.51349,77.06896,662.8497,659.6265
182.3743,55.6553,74.20201,613.1649,614.4305
163.685,45.77221,90.93787,651.8091,688.1368
197.329,47.29128,93.25719,616.4738,696.4466
167.8735,40.14889,101.2399,608.4427,648.8448
179.0834,62.41532,92.49854,618.0972,690.0571
167.8469,74.35079,91.67962,697.3121,639.7086
153.4746,60.47892,89.59087,604.3864,653.3374
186.2985,52.58529,91.9896,673.0927,695.2899
218.1915,49.48161,81.6124,612.1271,734.1987
161.918,45.56044,76.22106,633.588,721.386
208.8426,51.14655,98.24204,624.746,670.8896
198.8952,38.94619,91.48132,643.5884,762.111
170.7504,53.57446,100.7402,577.6677,665.443
140.3469,50.11029,85.43301,670.5413,654.5108
179.8031,37.86913,72.86196,668.4321,657.1927
169.1966,53.09291,81.06973,638.3927,728.1756
181.028,38.77791,97.93819,658.8577,685.4172
161.8013,67.97973,83.71944,657.4129,700.0506
177.6896,52.78397,58.18257,718.3363,632.8121
166.459,61.76258,89.04915,674.3031,683.449
167.1819,45.59972,81.15098,636.9712,668.1201
185.0977,60.63743,85.17603,622.4196,696.1329
173.5196,43.09435,83.2573,643.7343,636.9894
210.0231,44.79636,95.05828,653.4965,657.4167
197.3164,40.9334,94.22015,693.5458,672.5128
212.3357,49.85202,70.68429,616.8682,684.6842
149.145,62.83052,99.31853,658.1054,641.3748
220.4379,48.00245,86.03699,694.0533,634.632
158.8575,49.79642,71.41274,637.7206,675.4257
187.4248,55.95606,76.30291,639.5029,648.5907
164.7305,48.93124,72.45255,606.2355,727.6177
147.9078,45.06097,105.4233,655.3102,696.1017
98.74543,73.17604,63.21025,667.4312,660.213
181.5705,51.60419,101.5397,591.0143,687.6337
165.6659,46.05967,82.45287,647.4266,712.7599
172.5373,45.06955,98.34245,610.2403,715.0268
185.6401,38.3311,84.27717,617.9801,713.6606
143.9608,39.76534,80.62815,605.3235,730.2454
175.2516,40.34656,91.73325,653.1918,741.316
165.6315,57.54399,77.71445,677.6219,736.5724
163.3257,35.14565,87.56413,624.6537,739.2809
147.1479,55.10975,72.99829,689.704,705.8642
188.158,46.17556,86.54636,634.5495,812.3127
178.5834,62.62074,60.69005,662.1011,735.1831
165.2885,59.67509,94.58333,652.9601,761.4512
170.3809,43.4775,68.61362,609.6053,763.9905
165.5479,57.8105,94.2626,607.5615,800.7172
165.9788,65.94129,72.32888,608.6318,706.1235
161.4589,53.53909,81.80355,647.6444,750.0447
199.2283,49.22364,97.49422,611.0695,820.0263
179.7873,56.16714,92.812,637.1902,776.8847
172.6038,56.90717,102.908,608.5493,759.1618
183.5494,37.72517,83.19312,581.1681,752.6038
201.7413,62.02909,108.839,581.3347,781.1218
205.4594,51.13093,113.6859,608.5777,838.778
243.0252,53.46494,132.8849,577.1001,770.7091
267.2636,61.71676,119.1933,612.413,759.7014
232.3233,54.93399,148.4069,574.3004,846.1921
266.5609,57.45537,131.5991,587.1081,742.6854
229.4569,71.60851,119.9941,590.3614,797.8888
269.319,59.95039,113.4449,555.2868,784.58
242.103,63.10207,122.1436,542.5276,767.4994
304.0999,49.3961,148.8777,550.6678,803.6956
291.1387,84.46127,140.7877,526.5053,793.8812
291.3806,91.77755,137.0447,510.6687,849.4766
324.0156,61.48703,173.6529,529.8995,765.658
371.5253,89.85116,195.184,502.8285,737.504
381.6914,68.55923,204.2053,507.5277,816.9747
365.8623,90.6625,225.1312,492.79,801.2361
411.5043,66.50942,226.624,471.7211,747.7271
401.2187,78.03354,246.7842,442.7284,757.8684
436.7819,79.10034,253.5394,423.8784,814.3923
398.3955,91.80366,259.5561,426.6276,742.9279
455.9454,97.6871,237.7766,426.8568,765.7728
427.9226,73.2146,246.6859,398.7744,749.7432
464.7771,79.64429,260.0276,353.8961,763.9628
438.2074,87.73131,293.8625,481.571,721.8044
478.4232,96.95589,259.8455,420.687,836.2338
480.9298,104.1564,273.9113,379.2761,728.4658
506.5123,93.02856,279.4513,373.4102,765.0187
494.2612,89.83374,303.8017,357.0484,760.9543
508.5044,79.38745,266.9052,389.6728,800.1783
525.877,87.51626,302.7993,403.5988,756.3007
523.1779,75.04212,278.228,375.1097,764.5916
518.367,75.24256,299.547,362.9613,721.8732
503.0501,93.90485,283.9888,314.7919,803.5346
488.5043,90.72372,286.6971,378.8836,735.3901
542.4247,113.3448,292.3701,423.4322,829.2305
517.788,62.33871,285.799,359.318,783.6331
541.8808,92.03245,242.2292,333.4543,776.4741
552.4746,113.4435,274.5064,343.5311,744.0144
484.7044,104.4103,281.2193,376.9655,778.929
519.6815,85.32944,312.8065,436.2807,754.3842
511.2516,62.3816,270.412,377.2701,718.3896
507.2579,95.55147,259.6616,461.7802,713.7634
500.4411,76.88361,283.278,384.1017,754.7645
474.2733,75.45212,235.7215,411.3636,811.7873
465.8051,90.38811,269.2706,404.8603,754.1716
497.5582,78.03913,236.9151,389.4706,729.9316
458.0254,70.24911,261.4284,469.8596,760.1295
455.8992,84.55082,255.6073,455.4391,769.2747
477.669,82.5961,272.1471,471.7565,812.0285
474.7753,78.74209,234.6409,491.503,792.5334
481.9053,64.12796,224.9702,457.4121,774.8897
445.0096,82.73474,213.5375,472.7348,741.1308
452.3983,71.49438,282.3988,414.5011,666.9625
483.5869,72.02039,218.7483,440.626,707.6301
484.1297,75.72408,237.799,457.5381,782.1425
415.1609,110.5216,273.1786,412.5117,810.2424
426.5714,94.12376,258.0444,466.2383,746.0201
440.9956,113.9328,265.0405,418.7587,736.5618
392.7672,99.48378,291.5355,440.4446,741.6002
439.8497,124.3095,286.2407,399.5456,695.6892
311.5741,116.6372,259.1616,415.2459,652.3612
370.173,139.5897,327.7182,395.2126,762.8281
319.8635,168.6803,325.8556,426.5911,748.3641
275.0137,190.6853,355.65,368.8156,703.8805
235.2286,198.2322,417.4043,362.1999,780.3204
236.6673,253.279,448.0862,335.0104,745.3673
195.8286,304.5074,502.6887,350.505,727.845
161.1434,340.1903,456.9174,288.1715,721.7714
123.8291,361.0148,554.5414,274.7321,711.2409
101.0108,436.4377,572.6254,240.0605,700.9135
115.4628,403.7747,676.419,231.6799,717.8711
109.2283,421.0463,636.5147,180.3158,720.4902
88.07329,438.9068,662.394,201.9422,782.2433
80.71349,478.8958,623.1808,175.9014,773.5955
78.84451,522.7512,702.5045,148.0342,729.7903
82.03857,510.1172,709.0085,133.8958,762.6464
77.37225,507.7301,753.8268,147.7332,766.4746
71.73717,545.2477,742.9167,143.0606,725.714
72.85278,478.846,773.1517,131.2489,659.713
69.82219,578.9193,696.6547,129.7538,642.0222
99.21587,494.8401,733.8646,142.1463,679.8423
90.24614,501.0494,706.0184,126.4178,709.9014
56.98149,533.3467,763.5214,137.4357,696.249
66.38525,509.807,777.6096,126.2577,745.2212
88.24568,482.0365,739.2603,136.8135,748.9911
65.27235,505.9473,727.4836,140.516,668.0112
51.28016,522.4008,756.8106,150.5147,628.7182
72.54415,500.5979,710.5048,131.793,678.2253
89.03874,499.2507,750.5753,112.6267,724.0864
55.77016,548.2009,737.1707,140.5584,722.7827
82.11514,526.0204,776.6594,131.4507,669.5563
59.46853,514.3009,735.8677,129.3265,690.0794
55.64203,458.9589,715.1635,129.2054,672.1361
75.06647,495.2709,738.1667,109.7707,673.5266
69.70819,543.4755,728.6016,119.9392,697.0346
64.85477,544.7054,761.2684,124.4651,643.983
66.9473,564.5938,716.7436,135.6902,663.3298
62.25402,553.9545,769.0304,138.9009,631.0878
69.95824,527.3087,732.393,116.4304,677.4024
68.58531,511.1102,735.923,130.0271,635.6425
67.20425,518.8567,765.6733,131.8119,692.6563
73.95448,581.606,807.6567,133.4484,651.6298
88.05139,479.1853,770.7199,148.8837,677.0546
79.91052,495.8412,779.8052,135.4456,618.7056
101.7715,558.6926,777.1456,138.7129,640.4171
52.25877,561.5763,769.5399,132.8709,618.8926
63.45232,524.9574,783.158,108.4428,644.7209
126.7022,513.2239,728.3623,148.629,603.5189
69.68087,541.034,791.8141,119.0699,650.937
87.74197,504.2365,811.4818,146.0559,645.6684
57.9255,536.5535,789.5146,119.1776,663.1707
72.41118,539.7869,786.5709,131.2517,652.7576
91.90282,514.2481,782.6095,126.773,638.632
79.89087,508.8391,771.92,132.3387,676.0175
75.98666,559.264,777.9672,134.2892,594.7424
90.10786,580.9488,735.0317,119.9543,636.2165
88.53851,444.8335,528.291,179.122,713.6251
67.69529,434.9959,626.337,186.3769,677.8044
48.81798,463.3029,626.5757,197.3962,685.2058
60.44871,452.5052,690.1986,164.0707,687.8719
103.4737,426.6805,642.7188,186.6329,672.5226
74.32438,409.1055,619.4893,220.4259,640.395
77.74731,432.7663,586.866,210.2198,669.0897
62.09894,412.7766,565.1949,232.7406,658.7694
86.43139,397.701,540.9626,262.6085,692.1333
75.71237,324.1961,526.555,249.2991,736.3589
76.12179,386.1741,506.0243,302.7732,662.4573
99.47085,333.2443,540.288,309.0858,670.8217
95.51292,357.9312,510.9499,297.9762,698.1349
112.0474,296.7239,477.7982,285.2363,617.8246
119.1821,315.3741,470.7099,328.5326,683.3765
103.6867,290.3986,447.7874,355.5017,675.2414
85.02757,284.1212,473.789,352.2761,701.7072
152.7357,234.3297,370.6936,400.3493,697.0262
104.5542,284.0339,397.7909,409.7309,645.6255
96.08737,261.9407,398.7848,418.8813,647.7203
153.0307,235.8754,336.7961,398.8333,692.5614
128.0857,251.0724,308.0892,414.9056,681.7083
116.7581,211.3106,274.5731,475.0122,672.0314
137.92,182.77,263.5019,473.6891,697.5361
151.3256,162.461,238.2806,515.0514,645.9177
153.886,150.514,198.2754,565.8272,636.5263
149.3806,134.1303,164.887,618.377,638.0663
188.9899,99.00313,151.6738,559.8568,630.3253
152.5639,67.38262,116.665,595.0905,653.2505
157.7214,56.23554,90.87888,652.1,678.5389
197.6938,59.86582,86.04939,633.7569,675.1995
198.337,66.04313,101.8802,677.1882,654.7142
190.4393,58.07689,67.97563,690.9085,689.7412
