Gd,Co,Fe,Ce,Pt
114.399,387.6183,477.989,324.2663,693.0319
105.0473,366.7682,504.394,345.6516,696.4195
106.36,320.2403,498.3431,320.3621,688.759
121.7134,363.3331,487.5451,322.8085,725.7792
128.4476,311.5817,462.2394,351.5359,743.0291
124.9873,296.3138,473.3698,342.8252,680.8881
119.358,372.7839,453.5766,339.4916,733.9572
173.637,310.3142,407.4175,376.0305,671.1827
123.6106,311.8864,468.1389,412.9572,669.3777
113.4094,294.9234,431.9158,370.4464,659.506
158.6062,270.3121,344.1833,407.4378,659.8444
147.2838,279.3083,420.7721,429.5922,712.3179
171.3243,258.9172,368.1292,460.1091,617.5861
171.765,195.2093,309.9477,500.3923,606.8449
192.9542,130.6765,193.4264,558.6156,706.9207
182.2896,88.37817,139.6382,609.6723,688.926
203.7464,59.52573,123.5391,674.4424,703.8303
157.9238,50.52287,109.5172,665.0357,744.3646
187.327,83.98814,99.46684,611.2742,681.5275
186.4572,68.83628,80.55588,628.3163,688.2061
233.0052,65.98589,111.6168,595.2932,707.2777
189.1237,57.7918,93.64693,590.2705,706.9061
210.153,62.379,110.9595,610.6294,673.6722
153.7355,67.40447,112.0367,588.9951,694.3341
186.4471,46.08865,133.3968,641.9099,688.4501
170.6097,57.77897,104.2217,667.5067,671.7797
186.2752,51.7276,101.1107,604.5784,640.1129
199.2993,70.97646,73.61556,650.0975,645.0671
193.3323,71.76237,99.91762,616.1412,707.5174
176.381,59.77308,89.94402,648.6104,635.3941
160.9334,63.41103,92.47201,678.9528,607.6099
186.3656,60.78168,100.7429,617.9263,672.9656
173.121,64.11064,98,680.4524,632.9985
197.7105,81.02717,83.5883,635.7029,633.1334
205.8105,59.85489,105.1676,601.2552,657.3393
198.5261,64.46981,117.8377,681.8635,638.3547
201.1442,51.00147,110.0405,608.5784,715.7724
171.5417,86.4332,102.027,664.0844,654.5036
186.4844,65.35203,81.43964,612.1548,641.4299
168.5035,87.68129,103.0321,666.9461,675.3505
220.8486,63.80676,104.7394,652.0475,725.3084
197.1986,74.95188,105.5169,649.1833,705.2144
156.9428,58.07374,106.8106,634.5484,694.6447
206.9427,76.68541,97.53805,651.5858,724.6147
245.9794,57.96269,105.9708,669.3666,663.6436
186.1112,63.94971,108.3714,658.7147,672.3591
159.8846,49.69705,97.91993,618.8996,731.0324
140.2035,77.16421,87.59132,666.899,664.9559
194.0888,79.91446,117.4647,614.0528,649.5702
206.4546,78.87688,108.4373,672.2567,712.9229
195.8787,69.60184,93.09138,603.17,709.25
185.1532,46.35873,103.413,604.5242,768.2416
190.7366,67.55653,67.64171,702.7651,722.5094
188.8509,59.47937,99.45402,666.2498,706.137
199.2534,51.43877,92.7014,643.6494,802.7512
200.5937,42.97933,105.1884,601.3597,739.7438
166.787,72.74946,101.9476,601.0717,719.6895
141.9983,58.48428,96.5,651.7263,763.9618
186.6837,60.98448,82.68666,577.484,735.5989
185.4058,58.58739,97.2368,616.0508,714.6375
184.2057,72.34573,101.6702,670.3543,726.1028
209.4979,79.00877,100.1112,634.4913,789.5353
201.6275,72.58484,97.1137,655.5469,781.2248
162.5533,60.78358,102.7981,609.9769,776.256
185.1004,58.68824,95.71759,610.5023,703.4136
177.4011,51.2289,93.82496,649.7115,710.2054
205.4836,48.22634,90.69678,610.7355,689.6548
203.952,52.17415,95.29015,660.0486,756.6638
163.8023,81.64295,97.93538,623.7334,671.8431
183.3599,75.55492,88.93304,609.5479,783.9761
186.5942,80.65118,92.18128,629.274,739.6573
195.6293,62.79716,109.539,628.9331,781.0664
177.7099,56.78096,90.54183,659.3961,692.3112
183.2728,75.06721,86.94113,614.5104,753.5271
217.1162,46.27445,128.07,679.3002,765.9093
155.315,66.72101,74.47546,691.9199,687.3314
213.1738,54.53518,86.87017,668.3169,782.2695
200.1751,71.38026,99.75092,597.5914,789.7198
167.3282,85.04206,113.6744,615.8066,733.5265
186.9855,60.78251,98.42322,629.379,839.5294
187.4636,66.17359,75.89839,623.8915,772.2467
230.2016,54.45379,123.7392,604.8182,709.8936
189.8452,54.86037,92.87408,621.5556,748.8105
173.5986,62.23049,120.978,634.8991,782.8112
231.6184,50.32524,106.2119,616.5262,701.8143
173.5537,77.05696,80.49294,699.835,796.2048
184.2702,61.99718,113.1298,673.3459,796.0115
200.6604,81.46999,115.3537,636.4445,757.1058
219.2921,73.83038,116.194,653.0001,736.1824
222.8789,58.87567,105.252,593.0529,750.0799
217.353,62.32134,99.2738,676.8761,728.425
336.5724,71.89661,180.0266,417.3102,738.4214
343.4754,84.71609,193.0515,390.2719,763.4785
368.642,77.27127,177.7261,417.9073,778.749
337.637,46.80661,212.2491,384.0574,726.3876
320.1015,64.88099,149.3882,425.6691,736.0479
332.6041,63.99182,187.8056,367.2502,687.8778
354.2234,64.32857,165.0029,380.9184,754.0727
311.5785,75.85137,204.5751,411.3832,776.0435
317.0421,73.06726,180.1162,451.4918,805.6292
326.8987,69.05789,168.5562,429.7693,819.7344
300.8401,87.8166,199.598,428.5268,792.8693
329.5204,65.47893,151.7119,425.7314,774.4492
268.3406,55.32949,159.6087,431.9863,822.9544
336.316,86.35065,179.1674,461.448,793.2829
263.1388,65.41626,160.8204,469.4509,808.1629
275.0328,76.62427,156.1881,471.2121,833.1381
230.0816,47.76316,138.3903,478.4819,806.2278
215.6153,61.83031,125.9043,496.4273,698.6657
194.3656,59.27207,105.7727,531.966,740.527
215.0093,53.80695,87.68557,506.1554,690.3047
174.7451,43.25967,106.2813,552.6911,775.7358
162.5276,58.0237,84.894,530.8868,771.6842
162.6244,61.08258,88.70812,543.1603,738.5095
151.9795,59.83351,97.64902,553.3733,782.2007
172.2062,56.1587,79.83327,575.4645,796.3504
149.2682,48.68288,74.8931,546.328,730.5921
157.579,58.46424,82.59102,586.9162,709.9386
149.1007,55.33028,77.54156,512.0765,742.8293
177.3311,37.02269,74.33709,577.4387,746.915
164.1532,61.88453,86.66297,637.4763,775.3658
159.1863,68.71838,78.50285,559.5638,854.1678
158.0788,51.49417,82.48575,590.2227,857.2447
151.7453,51.28351,87.29234,543.144,846.6248
189.6906,54.60698,94.77528,572.917,893.4467
152.2254,87.39452,113.3922,588.8356,898.4179
224.7664,55.79675,103.3727,562.8251,913.8146
211.9215,86.45688,82.5692,593.4655,919.517
211.9184,59.70964,82.71248,564.5181,852.1125
164.3133,58.06995,97.41825,620.324,819.0671
209.9106,78.93612,120.8044,575.4564,852.568
171.5842,41.32698,96.82573,616.8098,873.5301
198.8299,56.06897,120.8393,545.9515,882.9105
192.0926,73.02826,89.34451,568.7866,873.106
207.7287,68.00604,112.105,586.5881,911.0491
210.0392,85.01386,91.08443,555.3903,895.5256
233.2255,58.02521,81.71037,550.9743,861.9122
196.0421,74.36073,101.5921,556.859,908.6461
203.1845,65.65966,86.49746,556.7394,882.8077
212.0574,68.61709,114.3559,574.4257,965.0045
218.2117,60.88828,126.8998,538.7875,964.7579
163.2172,49.80719,115.769,496.4084,947.7562
204.329,57.12229,98.33436,548.593,1001.37
222.6192,44.21012,108.501,596.7905,901.3594
185.647,65.92475,117.1218,580.4551,924.7363
160.2998,82.38781,104.1767,557.859,836.2949
182.4179,73.57785,102.8211,600.4756,845.723
177.3047,69.96632,106.2343,598.347,815.67
174.0974,86.54732,110.4528,606.3783,797.9073
178.8027,79.33176,123.5295,631.0378,835.0332
175.3568,89.70455,120.8906,615.0731,768.6993
166.3794,103.229,133.7095,568.298,764.0714
179.8881,87.38675,158.3881,544.7295,734.1002
161.3889,115.4631,163.3632,515.493,716.6802
139.2698,168.9666,237.6818,533.6901,761.2017
146.8051,197.0961,243.2033,491.2616,818.485
135.2185,228.7458,331.3317,400.7315,846.5941
117.1569,258.6527,435.1726,375.6503,836.5066
108.1537,314.0358,443.5698,327.2708,804.1503
101.694,350.1219,481.105,267.6001,765.5292
78.94207,345.866,511.3796,251.9966,693.3367
104.0738,351.89,538.2353,247.0037,766.152
121.4917,348.58,559.7375,247.4984,727.4314
78.24411,416.4684,546.8604,253.4323,746.3712
113.9199,359.8223,586.8196,192.164,725.0682
100.2208,393.0303,542.8418,236.1314,702.6038
73.32027,371.6229,535.7311,233.7969,719.774
95.32901,405.1155,559.334,223.137,765.2921
101.6327,423.6417,593.7479,232.945,796.4331
111.6345,425.7004,558.2413,244.8329,750.7265
95.4455,397.8514,581.998,218.2491,789.3746
97.15387,412.8583,588.8344,242.2218,729.571
96.51318,402.2845,594.448,231.9073,724.8536
102.6567,386.8615,622.3946,260.6978,762.0262
117.3584,421.8472,575.1901,270.6462,751.6335
68.14133,410.3545,573.5797,279.3803,688.593
97.50467,409.1301,548.0422,261.5182,777.3929
72.80943,412.5095,574.3146,258.5649,798.0251
138.7762,378.9135,586.4631,258.1155,755.0148
80.62006,387.9109,557.2803,261.2796,826.6155
90.8989,362.1612,553.0726,251.7402,715.2191
90.74092,386.1229,602.6627,262.8544,755.7167
97.82384,404.4864,535.9808,257.1905,712.4725
114.9775,377.2567,606.4937,263.3831,700.7559
88.29602,438.2547,553.5439,243.6149,683.4719
70.99267,381.7095,565.8945,242.861,691.6201
110.3977,368.9971,568.8831,274.442,703.1258
87.58929,421.2758,572.0316,254.7094,691.1617
133.8602,322.4716,549.5907,288.7459,645.3668
107.4272,378.0352,590.5387,265.4471,752.9405
112.6552,387.3006,525.5027,331.3191,666.9347
118.9718,340.6534,544.5396,268.1943,708.0958
127.9066,411.4474,525.518,355.1069,649.559
87.54302,387.7094,501.5063,302.1238,672.6454
107.2345,397.2573,522.8154,309.443,642.8326
108.4886,339.7163,509.3846,307.4858,706.375
123.6547,390.6884,519.9152,329.3883,688.3988
88.06844,378.5368,525.2252,319.8254,639.2908
107.5719,339.6761,514.2311,325.0269,763.3791
120.2099,326.8737,488.0387,349.6582,678.1879
127.5473,309.7613,460.7225,308.5336,683.4204
126.612,361.9196,485.5803,335.2986,720.2938
123.2118,330.3422,472.1115,318.0211,720.3968
119.8689,329.2757,504.4985,314.8997,701.6242
139.8032,337.4708,498.7632,292.7592,776.6038
144.1243,347.2156,473.8276,339.3617,645.0494
117.7377,292.5517,458.3965,367.551,651.92
119.1717,306.3271,426.5679,397.0051,706.5404
148.1247,297.3393,422.1259,366.0226,686.9504
144.416,294.8517,445.1712,390.1624,642.5293
168.1526,269.9827,364.2281,385.6028,631.4919
143.5153,298.7717,384.9901,423.0319,628.4785
171.7216,202.9845,334.0818,466.3692,662.89
174.2852,179.9471,289.5636,502.1192,701.8589
181.9552,160.7464,193.2546,558.8887,638.9813
171.6766,70.38221,137.9949,553.4205,703.2118
174.8256,80.19329,124.1812,628.5287,668.9036
168.8177,71.20295,90.38829,656.9549,688.1819
195.6433,74.39545,88.82865,645.7634,715.9673
184.2785,69.62123,107.5013,678.1135,673.5056
209.8343,68.37532,106.7192,599.2334,692.857
221.2084,57.79211,115.4796,655.9236,607.0814
218.3131,64.97578,113.6268,618.5731,673.1649
187.612,84.18638,99.83294,670.985,689.5807
178.7566,67.00671,85.08498,646.153,654.513
196.2754,71.61523,108.1866,650.8516,664.2946
173.7289,65.33118,143.6859,640.8126,760.8292
193.5468,74.62453,108.2203,655.0776,623.7565
166.408,75.56719,96.78112,646.4485,650.1825
219.1916,66.47603,79.57159,633.819,665.3513
156.2294,67.26299,85.20858,678.0232,676.4308
203.8817,47.97478,102.3647,568.7656,721.4814
183.2087,59.64796,111.0732,657.316,677.5568
177.7392,76.00098,118.4985,600.1238,653.5217
191.4853,78.39194,119.2095,646.4009,623.6102
204.4289,62.13227,127.1751,633.395,771.5575
239.5081,57.07068,109.5232,688.7548,663.7812
224.2258,45.63494,90.06577,578.9524,658.3499
172.8132,62.05918,85.32249,665.2098,659.1152
197.2625,58.45699,96.25948,644.7712,699.4837
208.5288,57.1299,102.7783,609.0472,656.6658
221.0412,64.93893,110.197,620.0583,638.772
159.7331,63.0314,83.82667,677.126,689.0703
207.1772,49.33694,116.1652,620.6428,677.8334
195.4515,58.08138,106.4671,624.5858,719.7444
175.286,78.05395,104.9947,680.0223,712.1448
187.667,72.42217,109.1666,611.5888,679.3508
210.5274,73.84181,110.7966,611.5624,712.4572
232.3972,60.15968,97.69572,675.4899,729.0648
203.6053,50.95468,92.31024,611.3972,684.7192
182.456,65.87165,102.1473,644.0853,722.0635
198.2579,54.57952,87.70178,647.1814,649.3624
191.9382,61.67512,94.00131,614.3194,743.9084
208.852,65.60595,123.5144,625.8706,773.9697
181.6432,74.90728,87.64725,660.5496,712.6808
180.5011,64.54004,96.55663,681.3031,724.5779
166.8206,68.52914,91.86454,603.7681,751.5599
198.3006,50.57278,88.36562,667.0281,775.9951
158.7343,56.80659,87.10229,629.9135,765.9728
179.6523,73.50401,102.4384,558.3658,785.3216
149.8004,68.87376,91.19606,678.6338,773.3176
217.7292,69.02679,98.15261,627.9117,732.129
197.3951,83.49645,107.2295,651.3519,818.348
173.0036,52.39645,107.2863,634.2902,783.0912
202.6427,71.16723,100.3363,617.6122,738.7233
177.1032,49.25512,89.61825,634.1736,806.8942
204.2271,66.10107,83.45281,692.395,764.1616
205.3918,69.62964,92.28452,679.0233,765.4061
177.9682,74.78999,107.1553,670.059,712.9961
200.6478,62.50676,93.28906,636.6578,748.9856
187.4466,45.2649,95.55605,634.1202,746.4606
207.122,67.25938,77.69991,605.9996,789.9547
188.8308,57.22128,70.57659,640.205,761.7643
191.6313,50.91289,106.9458,603.1318,778.9496
196.0405,70.91105,103.7552,629.9642,788.9388
165.1142,68.41902,79.68373,685.0238,825.4818
222.9093,64.15736,103.3129,630.7798,764.6567
226.006,68.8569,112.5806,668.111,746.6729
189.1163,48.77785,105.0497,627.5473,819.6539
162.1074,56.49652,115.3708,644.8519,806.4781
182.6008,53.67446,102.2859,655.265,703.3289
189.7741,71.3509,94.27582,662.1489,811.9498
175.3584,56.83992,101.8976,684.1671,776.8344
212.2024,75.59622,99.79249,633.9927,769.2658
197.6563,40.54696,105.4001,652.474,792.9673
185.0336,64.73866,89.55569,665.2012,763.1681
187.7987,74.92854,107.9656,629.3582,769.9758
213.3241,47.54511,107.0845,634.1528,717.1142
216.6968,75.90916,130.5624,660.5681,758.3516
189.1379,59.82481,115.7559,699.885,763.7361
194.7091,86.5497,106.1007,654.7171,777.244
315.3165,85.88651,188.8151,387.6994,844.7821
331.3604,84.59564,198.7001,442.701,757.4142
352.1418,79.20106,169.1448,408.4624,675.9359
321.8684,94.03117,160.4463,421.4322,722.5715
342.9354,76.13949,192.7095,372.6631,651.4102
327.7046,76.64413,155.7069,418.3556,657.9799
315.3713,74.30244,178.1987,434.8909,684.6099
316.3557,90.8046,178.114,377.274,743.8593
287.4413,80.98553,156.675,446.7014,780.9346
304.5963,74.91592,173.2206,381.9755,815.5729
357.1739,66.55544,177.0074,410.9756,889.7414
356.4339,54.1002,174.4373,420.4005,719.2217
304.2416,83.53136,178.9722,438.9375,817.0019
305.1125,64.93677,156.6878,426.2586,814.5566
295.0125,53.20736,133.0888,468.1362,788.7953
254.8188,86.42403,173.4577,493.7566,842.7173
271.4654,55.18038,137.4693,495.1238,751.3545
263.8183,48.39235,112.6683,489.799,733.4733
212.1779,68.1626,114.027,549.2905,718.4534
188.9089,39.21227,104.6264,504.4193,732.5496
207.4435,60.00557,78.58372,554.1444,736.0326
152.7143,53.03634,86.59003,572.8376,766.881
126.209,64.04633,70.50185,577.8484,745.6968
209.4315,37.84548,95.38921,551.4733,749.6641
214.7745,27.4231,82.86632,526.913,764.4261
161.814,57.30484,100.2388,514.1312,760.2088
145.2453,61.14499,87.88333,540.0613,781.4124
177.9055,59.69394,78.69299,549.5663,798.9894
173.7332,63.45734,74.53433,582.5715,836.1211
168.6659,61.66338,77.93436,536.4525,856.7153
145.6595,64.92946,58.10067,576.7231,824.796
167.8197,66.53889,82.66316,510.2523,928.1915
145.441,84.85688,108.1664,541.1516,893.1861
203.5702,70.90493,76.75081,526.4984,833.8549
182.8352,60.54882,87.03445,560.5923,899.9212
141.7328,72.77853,85.6622,549.3895,926.1066
218.4303,58.59843,93.66901,588.846,927.8752
216.9672,50.67881,115.2757,606.7972,872.2482
216.3604,50.83705,95.7599,553.583,916.5117
162.2133,69.99215,102.4635,521.1761,877.0341
232.3965,46.02351,94.73285,549.6361,912.3324
256.4878,57.07667,105.9542,579.6042,960.3004
191.9153,53.62402,92.45972,556.7952,905.5988
199.0899,64.84804,119.5284,525.0716,871.7642
222.7208,58.22429,113.5595,560.5674,997.7224
205.9665,64.7535,118.51,553.3084,902.0298
186.4205,58.78009,101.5679,556.618,917.5413
221.8666,61.99453,98.42243,566.5863,953.2698
212.2692,65.68518,93.61356,525.2889,961.058
172.8539,67.4455,116.7495,584.0284,951.6085
231.583,40.5243,79.03832,602.2079,924.1107
230.058,67.45031,116.849,590.0571,903.0398
185.7842,71.35337,78.3411,614.2515,865.6468
210.825,70.29768,113.6344,590.1534,865.4794
192.0157,58.13828,133.2796,584.6547,815.6053
235.1671,65.41217,93.23603,606.459,831.8235
210.7194,67.05093,110.8685,611.055,794.4459
174.8869,93.83153,101.9911,635.7378,818.9705
227.9948,75.25206,111.1285,585.9783,756.1263
183.1848,69.50517,124.656,651.0954,724.299
135.9279,90.90504,130.5287,558.1639,780.6285
171.9463,94.69483,125.9887,592.9544,696.2841
189.7663,106.9142,148.524,602.767,745.0968
157.0718,131.4505,196.4377,531.6342,757.5317
176.5629,160.5875,210.3618,510.3567,836.114
124.3438,177.1354,303.6685,451.1292,815.1785
122.5856,221.6599,309.2443,381.2358,795.5284
122.6821,307.9372,399.7446,348.3612,788.6821
96.90234,319.9266,475.984,349.6523,738.9659
102.1003,345.2303,456.3575,278.905,732.2424
88.58143,375.5282,532.5688,242.1856,684.8495
134.4966,349.4607,594.7343,261.5924,760.743
99.19096,381.1326,514.188,243.4441,684.7781
74.34676,400.4304,534.5754,256.5121,682.1577
93.39442,418.4197,566.0176,225.4443,737.2363
86.7875,393.8997,534.8317,234.0539,715.6417
66.5057,366.1667,537.7769,237.3008,800.8699
83.92935,394.126,555.0087,257.5996,754.4719
131.6154,415.8044,543.4713,239.2364,777.3549
101.6175,366.7909,581.8009,281.4895,764.6947
92.23374,368.4613,579.1213,256.2941,714.7449
82.21085,385.1043,590.9608,287.1946,768.7039
103.136,385.0161,588.7713,270.0681,703.4453
98.19494,397.3767,569.0483,244.0103,795.4448
103.8773,385.7244,552.5352,242.4297,776.1
97.24084,389.5635,534.3214,255.7527,706.977
94.09562,385.1309,623.7366,243.9098,778.6411
133.1937,398.7739,500.9558,276.6536,806.025
100.3894,411.5043,576.8139,275.7492,717.9773
99.88216,395.7616,566.769,228.7909,741.3732
91.16111,382.5883,541.4122,268.3768,646.1738
93.37778,388.5033,523.855,283.304,682.7828
95.57633,427.3992,495.5927,283.6556,674.9779
98.53847,391.5475,502.2221,255.1258,689.3821
87.58703,384.5888,586.7512,289.9655,712.8029
105.886,410.5735,578.2486,273.0158,695.2302
81.93437,426.6955,600.8127,260.9412,717.3755
126.0228,356.926,512.353,287.4525,654.6249
115.0722,372.4153,488.282,287.3391,703.9128
89.85838,357.1146,576.4637,299.7072,686.931
117.4774,346.2623,497.5745,290.5816,637.2532
97.39645,358.4983,528.6569,317.0023,709.9815
129.3378,375.8139,537.8524,269.4465,642.3995
131.3329,367.3851,468.0464,319.0446,644.8751
110.6898,335.0795,542.7126,342.3573,654.1962
121.8833,324.7388,505.7272,323.7896,658.1244
103.2287,354.2976,501.0617,284.624,721.3452
118.5897,321.6902,509.5585,316.6916,702.82
124.4365,359.9437,470.2035,313.1462,690.0477
113.8273,323.7139,471.508,372.8398,717.507
112.9526,339.8746,414.0698,330.6637,721.5956
144.8207,310.9023,506.2923,369.604,691.7808
110.3838,343.1465,480.1226,352.0149,731.9478
110.2267,349.7898,470.8686,316.147,751.4067
123.9349,317.3651,437.3901,343.3038,695.8336
129.5026,313.7515,446.8328,378.619,712.6562
127.6128,304.2264,421.4413,363.4766,691.3947
125.7079,298.8357,412.2002,373.6895,622.8766
142.4164,274.7633,423.6952,384.2802,645.7371
149.5214,267.6813,386.2917,414.015,677.3746
167.0096,270.7496,371.7772,464.3882,651.4794
147.8215,245.3916,310.9915,467.9742,629.9382
173.507,190.8786,268.0301,533.1968,645.1909
198.1647,130.3132,211.8699,553.4653,689.3024
217.6859,70.03446,136.2165,606.9643,708.5374
187.5765,81.5412,113.7078,594.3807,635.5109
167.4142,83.89922,82.60187,605.5726,740.6494
187.7606,69.05118,97.2113,626.8674,637.1226
193.6187,55.0577,93.11724,642.4099,657.5777
202.9407,58.77566,108.5266,623.8666,719.6921
201.9524,69.03242,106.3748,639.5386,665.0845
189.0401,62.83705,94.07628,642.3915,675.4081
197.9001,78.85609,93.42909,647.0454,711.1722
188.5735,58.59284,97.16864,651.6137,642.6654
189.7515,64.15504,120.4577,718.0571,684.3139
163.1259,69.09721,92.66331,643.3668,673.2163
187.7484,72.5871,69.93832,590.9741,671.5729
187.084,53.66312,149.7351,662.2151,707.4589
182.4271,59.77825,103.3231,597.5627,641.7724
172.5989,66.94932,103.2058,683.2991,693.9006
175.9781,41.91439,99.92747,581.1427,628.5758
183.5523,78.79954,87.50285,613.5121,699.4662
194.38,73.21447,108.962,592.9258,651.0128
218.447,52.90857,100.0312,638.4579,672.6189
192.1048,78.8091,108.8938,618.1457,662.8932
164.0151,75.93926,102.3232,702.6014,666.3503
180.0754,72.58974,122.372,639.2097,614.1166
167.9082,82.55488,103.6853,660.5314,733.3203
201.9868,65.80548,103.1102,652.1321,674.4604
231.3534,61.25286,104.537,635.6258,647.3684
196.0158,56.57934,106.8736,579.4486,661.818
169.3055,83.16361,124.7659,701.6985,665.2703
233.3686,58.74325,108.0431,626.9846,763.2778
205.5767,71.52007,83.0619,635.0895,715.433
218.2599,75.14453,91.96992,677.01,733.4567
195.9004,83.32307,93.19692,625.6218,663.0188
178.6508,60.11677,90.10943,673.9971,735.3735
193.7205,56.1709,109.522,675.4116,716.7298
180.5953,55.53764,107.8351,642.4977,737.1685
198.2425,68.69928,82.73875,656.7664,734.0336
219.2579,60.08209,96.97842,687.4409,716.812
200.045,49.74104,101.4632,641.9201,746.2133
211.3385,75.95646,77.60719,626.796,710.0899
194.0448,52.69529,79.75565,600.9959,709.6095
182.3124,54.67476,97.16592,668.8833,745.0277
213.4127,39.54515,98.32117,632.5036,744.6928
194.9888,59.9798,102.9107,623.5999,734.3422
193.6736,62.69774,90.07835,606.9379,747.2517
203.9649,67.9136,89.95933,631.0106,809.0226
177.3999,72.32053,91.59669,656.1774,807.2603
188.5749,53.16258,101.5981,680.6738,777.3137
151.2202,72.96514,94.30601,679.4855,752.0261
199.4584,65.97684,106.011,651.1146,730.3017
197.783,56.04268,100.8969,628.7815,767.5885
144.7133,80.78315,126.3796,651.4071,681.5688
169.054,84.43663,121.9334,638.6224,808.3436
194.799,79.47877,109.5115,655.2604,695.9508
168.0249,61.73478,110.9976,630.9717,759.5173
179.4489,52.16243,122.8097,669.743,754.0367
196.3022,73.3618,105.5228,633.1835,775.028
255.0165,64.35578,95.27103,629.9246,778.1536
226.3876,68.81799,92.63552,645.4725,788.752
187.4463,64.1882,116.5655,587.2555,754.3813
210.3423,66.21571,77.09085,633.6427,835.6465
208.2784,62.5959,99.63973,609.5327,691.4048
167.1385,61.13293,111.9582,639.2778,785.2233
186.2178,69.40963,115.7167,671.3251,733.7224
175.4693,49.67031,90.76873,696.0817,754.5786
161.7825,61.48804,84.37138,687.8053,817.1652
201.779,73.47108,116.0361,643.8561,767.0185
162.38,64.87126,82.14481,621.7526,794.8833
195.4798,66.63285,102.885,608.9537,787.6376
171.0259,56.04317,105.7153,686.8113,798.8203
217.5159,58.92833,101.3876,651.9592,778.5129
190.092,51.6147,109.3638,618.6682,749.275
152.7396,90.72387,102.4452,678.6757,725.5222
203.066,59.26205,103.5239,643.8729,814.5073
184.9074,76.95223,114.0413,664.2899,753.8331
197.2008,70.58505,99.90182,679.7132,765.1985
180.9675,61.43864,119.1607,651.8491,755.4316
340.7435,96.65972,173.4728,370.9955,783.8136
332.089,76.31197,189.9551,401.0519,743.3133
315.4106,86.06896,194.3132,407.4584,760.9714
291.6561,70.48577,182.1503,435.4665,675.7989
287.4974,85.57956,167.1084,407.6192,667.1721
318.0552,62.26551,184.2264,410.2066,660.7514
293.8336,69.53521,192.2413,421.3983,676.1114
297.6767,67.86484,166.4711,422.6185,711.5889
329.1465,72.48432,193.133,392.2165,756.9226
301.7118,53.56688,178.6419,401.3878,816.7275
325.3576,57.77518,182.4494,441.4656,834.6079
280.8718,73.31721,143.1424,493.8962,796.2076
271.3561,73.85303,163.33,497.0004,800.4274
291.4916,61.56226,166.8311,439.3775,838.8307
238.391,64.15603,133.9244,481.9829,792.4557
209.0446,68.49345,140.6674,547.1688,763.087
243.1098,66.13625,104.8321,504.4328,707.5724
222.4723,54.94608,130.5743,540.5529,692.4298
200.2901,55.43102,123.3251,506.098,678.4272
193.0145,48.53426,79.68858,563.5539,674.0757
178.1442,41.87955,78.99984,547.1843,671.5594
153.9417,45.70131,63.22064,580.3798,710.7664
148.6639,63.72249,77.75493,578.6251,750.0789
164.3057,54.63587,71.49581,572.4969,755.8152
161.1319,58.34587,62.31216,545.2927,758.4299
165.435,42.81397,95.27959,550.9052,773.5664
167.6707,73.52224,84.07642,586.1815,796.2036
189.6707,58.38639,83.41161,558.7644,832.0967
198.1675,69.35211,98.02544,563.8982,863.1605
142.513,76.3717,84.15778,544.4807,886.9352
167.7755,47.78825,80.19913,524.7543,935.8135
174.1233,42.0641,107.7343,577.5624,871.6032
151.2025,70.16925,101.7492,594.8096,883.4781
203.126,49.76368,95.26315,564.0048,886.5732
168.0412,66.1227,115.6105,625.0052,885.7435
189.5486,76.28152,105.5276,594.7187,849.8477
201.4243,49.91488,100.1725,611.1181,851.0457
247.7112,57.5741,96.58557,584.4253,854.3629
204.6203,66.86077,92.6933,588.6238,830.7348
197.3223,70.50575,119.3036,573.2787,884.6223
193.4835,43.00879,139.6711,558.9938,946.3826
126.8987,42.85207,68.53871,380.1295,571.7568
231.6989,70.28105,106.8955,552.4437,884.2402
187.5711,58.27211,110.3308,581.6612,885.1738
211.929,50.9904,112.0445,537.7191,979.1379
197.834,64.01248,108.996,576.7344,949.8242
187.8226,67.39554,114.7611,598.8931,961.5925
215.5425,55.74648,105.0002,618.9689,1010.288
190.6936,56.97469,93.61428,576.8946,909.2993
217.3883,66.09376,116.6965,610.9747,882.4114
234.5111,42.08156,97.32098,542.2488,948.6903
207.2428,48.66957,84.09804,593.6486,973.5354
184.6781,72.23799,124.8946,591.7684,884.8892
157.5967,82.37441,106.1066,546.6332,793.0886
197.86,72.60152,131.2014,604.59,811.0402
188.13,82.77078,107.1372,609.8771,751.725
225.7217,71.82691,131.4869,609.8068,815.4521
217.7251,63.55474,132.6463,589.1313,805.5177
202.3951,80.00985,117.2512,605.8378,803.6019
193.4414,59.84122,107.2272,590.2088,715.842
167.1787,47.7359,127.7461,628.3232,780.8522
150.2375,76.97518,132.7428,519.5878,757.8596
153.4958,98.83552,142.6657,555.0806,741.8553
145.0542,90.94226,163.7665,573.2285,739.8356
134.581,143.5465,178.8761,524.9662,798.4625
130.9208,202.2362,240.5795,484.7142,760.9779
150.087,209.8034,281.4516,450.9785,750.988
144.1367,207.4176,303.4671,411.5064,738.7294
108.5768,270.4053,378.9818,370.8203,747.5652
111.0824,339.5903,485.515,313.5234,720.7217
90.46922,325.0522,495.6994,283.232,690.1741
94.73696,359.9988,501.5398,254.6184,719.7321
123.2473,329.9821,517.6644,263.4941,688.5147
87.56507,382.271,523.6409,288.2659,729.454
106.8448,333.8511,512.2465,231.3702,762.059
116.3655,382.0904,547.6249,243.2365,749.1259
98.8139,350.7149,529.8824,261.4203,830.1911
